candidate_id,family,template_type,tp_atr_mult,sl_atr_mult,adx_thresh,rsi_overbought,trend_filter,regime_filter_mode,net_pnl,trades,profit_factor,max_drawdown_pct,win_rate,positive_months,negative_months,pnl_cluster,trade_cluster,unique_cluster,trade_log_hash,no_lookahead,hardcoding_status,live_path_audit,executed
CAND_0259,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.8,30,75,None,no_filter,2541.83,356,1.1467,12.0172,0.6124,37,32,2500,340,False,ef4d324ebdd2,YES,CLEAN,PASS,True
CAND_0453,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,30,70,None,no_filter,2892.02,348,1.1302,12.992,0.4713,41,28,3000,340,True,d759e448c167,YES,CLEAN,PASS,True
CAND_0446,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,20,65,None,no_filter,2892.02,348,1.1302,12.992,0.4713,41,28,3000,340,False,d759e448c167,YES,CLEAN,PASS,True
CAND_0293,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,15,65,None,no_filter,2219.92,361,1.1001,14.4834,0.518,36,33,2000,360,True,8279195e0610,YES,CLEAN,PASS,True
CAND_0632,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,30,65,None,no_filter,3159.23,327,1.1429,12.0432,0.4434,40,29,3000,320,False,5ff06d0f543c,YES,CLEAN,PASS,True
CAND_0467,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,30,65,None,no_filter,4373.64,351,1.1979,10.8196,0.5157,41,28,4500,340,True,1c9b844495e1,YES,CLEAN,PASS,True
CAND_0309,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.6,15,70,None,no_filter,3194.46,363,1.1514,10.5062,0.5592,31,38,3000,360,True,3dc5c8d28a34,YES,CLEAN,PASS,True
CAND_0667,vwap_reclaim,vwap_mean_reversion,2.5,2.0,15,72,None,no_filter,-7492.15,510,0.5741,75.7199,0.3196,12,66,-7500,500,True,5be847dff637,YES,CLEAN,PASS,True
CAND_0444,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,15,70,None,no_filter,2892.02,348,1.1302,12.992,0.4713,41,28,3000,340,False,d759e448c167,YES,CLEAN,PASS,True
CAND_0207,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,20,70,None,no_filter,-1386.03,348,0.9262,26.917,0.4713,30,39,-1500,340,True,64ed52dc4ebc,YES,CLEAN,PASS,True
CAND_0272,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,30,65,None,no_filter,1344.89,360,1.0829,13.3052,0.6222,36,33,1500,360,True,262d0e439ad6,YES,CLEAN,PASS,True
CAND_0507,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,20,70,None,no_filter,-282.77,328,0.9855,17.0475,0.3659,32,37,-500,320,True,1faa6a31fd2e,YES,CLEAN,PASS,True
CAND_0364,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,30,75,None,no_filter,566.58,336,1.0271,17.564,0.4405,35,34,500,320,False,67913e0622b8,YES,CLEAN,PASS,True
CAND_0536,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,20,65,None,no_filter,1908.04,340,1.0901,12.0785,0.4588,38,31,2000,340,True,5add5aeb3105,YES,CLEAN,PASS,True
CAND_0408,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,30,70,None,no_filter,4246.75,359,1.2051,9.5138,0.5655,34,35,4000,340,False,372c570a6a79,YES,CLEAN,PASS,True
CAND_0568,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,20,75,None,no_filter,2441.29,352,1.1196,10.1958,0.5142,41,28,2500,340,False,4683e4d24835,YES,CLEAN,PASS,True
CAND_0477,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,20,70,None,no_filter,4911.61,349,1.2327,8.7579,0.5473,36,33,5000,340,True,a1f8fed419f2,YES,CLEAN,PASS,True
CAND_0491,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,20,65,None,no_filter,4278.82,364,1.2086,8.2901,0.5659,34,35,4500,360,False,21d4d6ba05b5,YES,CLEAN,PASS,True
CAND_0241,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,25,75,None,no_filter,1771.96,363,1.0933,11.3178,0.5785,32,37,2000,360,False,d34a639b4d10,YES,CLEAN,PASS,True
CAND_0300,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,25,70,None,no_filter,2219.92,361,1.1001,14.4834,0.518,36,33,2000,360,False,8279195e0610,YES,CLEAN,PASS,True
CAND_0221,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,20,65,None,no_filter,166.44,363,1.0084,17.5074,0.5289,27,42,0,360,True,88ca09e653a6,YES,CLEAN,PASS,True
CAND_0433,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,20,75,None,no_filter,203.35,331,1.0102,17.7381,0.4139,34,35,0,320,False,40736f58e296,YES,CLEAN,PASS,True
CAND_0627,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,20,70,None,no_filter,3159.23,327,1.1429,12.0432,0.4434,40,29,3000,320,False,5ff06d0f543c,YES,CLEAN,PASS,True
CAND_0320,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,10,65,None,no_filter,3795.22,360,1.1955,9.367,0.5917,35,34,4000,360,False,fcb804f416fa,YES,CLEAN,PASS,True
CAND_0648,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,30,70,None,no_filter,2194.02,330,1.1066,12.1405,0.4606,40,29,2000,320,True,8fb536bc331a,YES,CLEAN,PASS,True
CAND_0445,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,15,75,None,no_filter,2892.02,348,1.1302,12.992,0.4713,41,28,3000,340,False,d759e448c167,YES,CLEAN,PASS,True
CAND_0663,vwap_reclaim,vwap_mean_reversion,2.0,1.5,15,72,None,no_filter,-7735.65,505,0.5588,78.5531,0.2614,12,66,-7500,500,False,a690155eecbf,YES,CLEAN,PASS,True
CAND_0351,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,10,70,None,no_filter,566.58,336,1.0271,17.564,0.4405,35,34,500,320,False,67913e0622b8,YES,CLEAN,PASS,True
CAND_0593,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,15,65,None,no_filter,3351.54,325,1.1368,14.7707,0.3908,34,35,3500,320,False,c1fc7ee96af9,YES,CLEAN,PASS,True
CAND_0418,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,20,75,None,no_filter,2961.9,361,1.155,8.7556,0.5789,34,35,3000,360,False,6e9e9e1b26c3,YES,CLEAN,PASS,True
CAND_0562,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,10,75,None,no_filter,2441.29,352,1.1196,10.1958,0.5142,41,28,2500,340,False,4683e4d24835,YES,CLEAN,PASS,True
CAND_0564,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,15,70,None,no_filter,2441.29,352,1.1196,10.1958,0.5142,41,28,2500,340,False,4683e4d24835,YES,CLEAN,PASS,True
CAND_0332,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,30,65,None,no_filter,3795.22,360,1.1955,9.367,0.5917,35,34,4000,360,False,fcb804f416fa,YES,CLEAN,PASS,True
CAND_0274,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,30,75,None,no_filter,1344.89,360,1.0829,13.3052,0.6222,36,33,1500,360,False,262d0e439ad6,YES,CLEAN,PASS,True
CAND_0584,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,25,65,None,no_filter,1270.38,316,1.0588,15.313,0.3386,34,35,1500,300,False,afddc83ec141,YES,CLEAN,PASS,True
CAND_0592,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,10,75,None,no_filter,3351.54,325,1.1368,14.7707,0.3908,34,35,3500,320,False,c1fc7ee96af9,YES,CLEAN,PASS,True
CAND_0294,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,15,70,None,no_filter,2219.92,361,1.1001,14.4834,0.518,36,33,2000,360,False,8279195e0610,YES,CLEAN,PASS,True
CAND_0634,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,30,75,None,no_filter,3159.23,327,1.1429,12.0432,0.4434,40,29,3000,320,False,5ff06d0f543c,YES,CLEAN,PASS,True
CAND_0500,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,10,65,None,no_filter,-282.77,328,0.9855,17.0475,0.3659,32,37,-500,320,False,1faa6a31fd2e,YES,CLEAN,PASS,True
CAND_0250,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.8,15,75,None,no_filter,2541.83,356,1.1467,12.0172,0.6124,37,32,2500,340,False,ef4d324ebdd2,YES,CLEAN,PASS,True
CAND_0396,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,10,70,None,no_filter,4246.75,359,1.2051,9.5138,0.5655,34,35,4000,340,False,372c570a6a79,YES,CLEAN,PASS,True
CAND_0652,mean_reversion,bollinger_mean_reversion,1.5,1.6,20,70,None,no_filter,-8133.57,592,0.5444,82.5747,0.3074,9,69,-8000,580,True,12a0cdbf8d87,YES,CLEAN,PASS,True
CAND_0583,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,20,75,None,no_filter,1270.38,316,1.0588,15.313,0.3386,34,35,1500,300,False,afddc83ec141,YES,CLEAN,PASS,True
CAND_0447,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,20,70,None,no_filter,2892.02,348,1.1302,12.992,0.4713,41,28,3000,340,False,d759e448c167,YES,CLEAN,PASS,True
CAND_0589,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,30,75,None,no_filter,1270.38,316,1.0588,15.313,0.3386,34,35,1500,300,False,afddc83ec141,YES,CLEAN,PASS,True
CAND_0341,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0289,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0237,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0469,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0204,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0292,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0660,vwap_reclaim,vwap_mean_reversion,1.5,1.5,15,72,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0295,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0674,session_filtered_breakout,bollinger_expansion_breakout,3.0,1.5,20,70,ema_200,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0344,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0329,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0403,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0640,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0362,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0553,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0384,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.6,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0563,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0410,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0603,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0211,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0206,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0468,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0442,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0375,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0296,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0540,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0288,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0492,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0226,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0277,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0411,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0512,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0417,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0526,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0620,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0358,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0390,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.6,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0353,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0426,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0484,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0379,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0548,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0285,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0519,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0412,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0655,mean_reversion,bollinger_mean_reversion,2.0,1.6,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0523,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0637,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0238,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0520,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0269,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0306,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.6,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0600,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0638,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0517,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0355,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0231,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0440,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0208,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0591,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0680,high_pf_conservative,bollinger_expansion_breakout,3.0,1.2,25,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0661,vwap_reclaim,vwap_mean_reversion,1.5,2.0,15,72,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0672,session_filtered_breakout,bollinger_expansion_breakout,2.5,1.8,20,70,ema_200,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0360,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0488,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0582,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0268,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0331,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0401,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0343,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0202,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0218,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0339,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0547,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0276,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0449,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0510,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0382,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.6,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0534,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0377,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0644,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0266,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0399,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0333,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
