strategy,entry_time,entry_datetime,exit_time,exit_datetime,side,entry_price,exit_price,raw_exit_price,stop_loss,take_profit,size,gross_pnl,fees,entry_slippage,exit_slippage,slippage,funding,net_pnl,capital_after,reason,R,hold_candles,is_limit,is_fallback_market,is_partial_fill,is_adverse_selection,exit_datetime_parsed,month,same_candle,session,expected_R,total_friction_cost,cost_to_risk,projected_net_R,source_sleeve
BB Expansion Long,1585785600000,2020-04-02 00:00:00+00:00,1585843200000,2020-04-02 16:00:00+00:00,Long,6644.5,6868.886232000963,6872.322393197562,6475.325076897756,6872.322393197562,0.658,147.64614065663366,4.445904070328318,2.1582399999998327,2.260994067361966,4.419234067361799,-0.2799520746400001,143.48018866094534,11070.54418837086,TP Hit,1.3263563410361414,16,False,False,False,False,2020-04-02 16:00:00,2020-04,False,OFF_HOURS,1.3466676326483267,9.145090212330118,0.0540570082411275,1.2645141246830873,BB Expansion Long
BB Expansion Long,1586167200000,2020-04-06 10:00:00+00:00,1586199600000,2020-04-06 19:00:00+00:00,Long,7101.4,7295.923033237843,7299.572819647667,6952.83316985368,7299.572819647667,0.763,148.42107436047442,5.492578737180237,2.701019999999972,2.7847870306954974,5.48580703069547,-0.4614033937001999,143.3898990169944,11213.934087387854,TP Hit,1.3093301717904453,9,False,False,False,False,2020-04-06 19:00:00,2020-04,False,LONDON,1.3338968022168354,11.439789161575908,0.07700096414730787,1.232978107397297,BB Expansion Long
BB Expansion Short,1586505600000,2020-04-10 08:00:00+00:00,1586707200000,2020-04-12 16:00:00+00:00,Short,6916.1,7062.546380774406,7059.016872338238,7059.016872338238,6725.917677308003,0.804,-117.7428901426224,5.619415845071312,2.797919999999649,2.837724782679656,5.6356447826793055,-4.418923092000001,-118.9433828956937,11094.990704492162,SL Hit,-1.0246962334007388,56,False,False,False,False,2020-04-12 16:00:00,2020-04,False,LONDON,1.3307198763900934,15.673983719750616,0.10967203146354514,1.1943118770573258,BB Expansion Short
BB Expansion Long,1587027600000,2020-04-16 09:00:00+00:00,1587247200000,2020-04-18 22:00:00+00:00,Long,7043.1,7277.906029764426,7281.546803166009,6865.415501720473,7281.546803166009,0.637,149.5714409599394,4.561240420479971,2.2295,2.31917265680832,4.54867265680832,-1.4194041544956,146.429604693955,11241.420309186116,TP Hit,1.3214772928307847,61,False,False,False,False,2020-04-18 22:00:00,2020-04,False,LONDON,1.3419673943131065,10.52931723178389,0.05925850219763976,1.24893991833565,BB Expansion Long
BB Expansion Long,1588194000000,2020-04-29 21:00:00+00:00,1588215600000,2020-04-30 03:00:00+00:00,Long,8925.4,9268.842908578174,9273.479648402374,8667.04265315029,9273.479648402374,0.447,153.51898013444375,4.066413290067223,2.0115,2.072622701417422,4.084122701417422,0.5186082038279999,148.93395864054855,11486.347596852242,TP Hit,1.3293328514399123,6,False,False,False,False,2020-04-30 03:00:00,2020-04,False,NEW_YORK,1.3472798534537447,8.669144195312645,0.033554858420014835,1.2722130560935325,BB Expansion Long
BB Expansion Long,1588874400000,2020-05-07 18:00:00+00:00,1589007600000,2020-05-09 07:00:00+00:00,Long,9844.5,9603.148074448218,9607.952050473454,9607.952050473454,10161.381041009094,0.505,-121.88272240365,4.910531138798175,2.464399999999596,2.426007892744128,4.890407892743724,6.3653392969055,-133.15859283935367,11567.789835506244,SL Hit,-1.0203086775212007,37,False,False,False,False,2020-05-09 07:00:00,2020-05,False,NEW_YORK,1.3396059515347103,16.166278328447397,0.06834250037171917,1.204274267630316,BB Expansion Long
BB Expansion Short,1589072400000,2020-05-10 01:00:00+00:00,1589198400000,2020-05-11 12:00:00+00:00,Short,8690.5,9082.13037029555,9077.591574508297,9077.591574508297,8165.629479849588,0.303,-118.6640021995517,2.692553501099776,1.3089599999999115,1.375255123537825,2.6842151235377365,-1.055640789,-120.30091491165147,11447.488920594593,SL Hit,-1.0117253799518084,35,False,False,False,False,2020-05-11 12:00:00,2020-05,False,OFF_HOURS,1.3559337239957467,6.4324094136375125,0.01661728086385834,1.301091212893904,BB Expansion Short
BB Expansion Long,1589446800000,2020-05-14 09:00:00+00:00,1589450400000,2020-05-14 10:00:00+00:00,Long,9609.8,9865.084522504214,9870.01953227035,9414.203136765347,9870.01953227035,0.6,153.1707135025288,5.842465356751264,2.873999999999433,2.961005859681245,5.8350058596806775,0.0,147.32824814577754,11594.81716874037,TP Hit,1.305156525940599,1,False,False,False,False,2020-05-14 10:00:00,2020-05,False,LONDON,1.330387041831913,11.677471216431941,0.059701730504864,1.2308841576571397,BB Expansion Long
BB Expansion Short,1590080400000,2020-05-21 17:00:00+00:00,1590202800000,2020-05-23 03:00:00+00:00,Short,9075.7,9289.3860451751,9284.74367333843,9284.74367333843,8795.657675918848,0.283,-60.473150784552764,2.5986596753922764,1.2763299999995468,1.3137912297774836,2.59012122977703,-0.5521544168457,-62.51965604309934,11532.297512697269,SL Hit,-1.0222076648507503,34,False,False,False,False,2020-05-23 03:00:00,2020-05,False,NEW_YORK,1.3396354915165574,5.740935322015006,0.027462851328300154,1.2425936140313978,BB Expansion Short
BB Expansion Long,1591056000000,2020-06-02 00:00:00+00:00,1591106400000,2020-06-02 14:00:00+00:00,Long,10237.5,10023.130728652082,10028.144801052607,10028.144801052607,10516.278887426932,0.561,-120.26116122618184,5.683106919386909,2.855490000000082,2.8128946166945465,5.668384616694628,3.938048082672,-129.88231622824074,11338.963458659842,SL Hit,-1.0239500734910576,14,False,False,False,False,2020-06-02 14:00:00,2020-06,False,OFF_HOURS,1.3316071863922716,15.289539618753537,0.07303157359180526,1.201426128296362,BB Expansion Long
ATR Expansion Short,1591110000000,2020-06-02 15:00:00+00:00,1591282800000,2020-06-04 15:00:00+00:00,Short,9579.7,9849.088306630898,9844.16622351914,9844.16622351914,9194.92566472129,0.437,-117.72268999770208,4.2451902449988514,2.084489999999396,2.1509503198383264,4.235440319837722,-2.3933520329338,-119.57452820976712,11219.388930450075,SL Hit,-1.0186113865364814,48,False,False,False,False,2020-06-04 15:00:00,2020-06,False,NEW_YORK,1.4549091757680184,10.873982597770373,0.041116715976335025,1.3608205808564966,ATR Expansion Short
BB Expansion Short,1591894800000,2020-06-11 17:00:00+00:00,1591894800000,2020-06-11 17:00:00+00:00,Short,9086.7,9276.409101482335,9271.7732148749,9271.7732148749,8820.838868229306,0.297,-56.34360314025389,2.726921701570128,1.3602599999999785,1.3768583224087851,2.7371183224087634,0.0,-59.07052484182402,11160.318405608252,SL Hit,-1.0250489332590382,0,False,False,False,False,2020-06-11 17:00:00,2020-06,True,NEW_YORK,1.436518687755027,5.4640400239788915,0.029523667310109254,1.3371124005156019,BB Expansion Short
Low-Activity Filler Short,1595098800000,2020-07-18 19:00:00+00:00,1595152800000,2020-07-19 10:00:00+00:00,Short,9179.7,9122.678957140315,9118.119897191722,9222.290058747589,9118.119897191722,2.946,167.98399226462848,26.95940420386769,13.551599999995714,13.430990608560723,26.98259060855644,-5.399667426000001,146.4242554867608,11306.742661095011,TP Hit,1.3388345669496275,15,False,False,False,False,2020-07-19 10:00:00,2020-07,False,NEW_YORK,1.4458797338889828,59.34166223842413,1.3933219155699041,0.9729259268387778,Low-Activity Filler Short
BB Expansion Short,1599055200000,2020-09-02 14:00:00+00:00,1599134400000,2020-09-03 12:00:00+00:00,Short,11342.0,11072.87830607812,11067.34463376124,11549.487063691906,11067.34463376124,0.136,36.60055037337559,1.5242117248133122,0.7711200000000099,0.7525794350957149,1.523699435095725,-1.7246396898128,36.800978338375074,11041.242515832017,TP Hit,1.29705288191602,22,False,False,False,False,2020-09-03 12:00:00,2020-09,False,NEW_YORK,1.3237228449412675,4.772550849721837,0.02300167906760934,1.1545928517970812,BB Expansion Short
BB Expansion Short,1599177600000,2020-09-04 00:00:00+00:00,1599210000000,2020-09-04 09:00:00+00:00,Short,10136.3,10489.253189335292,10484.01118374342,10484.01118374342,9664.78668924525,0.322,-113.65092696596412,3.320714063482982,1.6422000000001171,1.6879258005827615,3.330125800582879,-1.138404121372,-115.83323690807512,10925.40927892394,SL Hit,-1.01507574630024,9,False,False,False,False,2020-09-04 09:00:00,2020-09,False,OFF_HOURS,1.3560487346955292,7.789243985437861,0.02240147671288486,1.286478931239365,BB Expansion Short
BB Expansion Short,1600704000000,2020-09-21 16:00:00+00:00,1600891200000,2020-09-23 20:00:00+00:00,Short,10410.4,10188.115110518134,10183.023598718775,10583.072208922484,10183.023598718775,0.652,144.9297479421762,6.715115926028912,3.396920000000617,3.3196656931821127,6.716585693182729,-3.5182195687116007,141.73285158485888,11067.1421305088,TP Hit,1.2873229042992862,52,False,False,False,False,2020-09-23 20:00:00,2020-09,False,NEW_YORK,1.316809477912558,16.94992118792324,0.09816241590754418,1.1662536252936253,BB Expansion Short
ATR Expansion Long,1602511200000,2020-10-12 14:00:00+00:00,1602536400000,2020-10-12 21:00:00+00:00,Long,11497.7,11712.501898130453,11718.361078669786,11341.092614220142,11718.361078669786,0.733,157.44979132962143,8.50653899566481,4.1781000000005335,4.29477933533143,8.472879335331964,0.8467374110000001,148.09651492295663,11215.238645431757,TP Hit,1.371594941456959,7,False,False,False,False,2020-10-12 21:00:00,2020-10,False,NEW_YORK,1.409008122898923,17.82615574199677,0.11382704368141902,1.2537188409324578,ATR Expansion Long
ATR Expansion Short,1602597600000,2020-10-13 14:00:00+00:00,1602680400000,2020-10-14 13:00:00+00:00,Short,11345.3,11517.510032301208,11511.754155223598,11511.754155223598,11109.5687671646,0.697,-120.03039251394276,7.967689296256971,3.9659300000003546,4.011846323094463,7.977776323094818,-2.3848663520000004,-125.61321545819972,11089.625429973556,SL Hit,-1.034579353515558,23,False,False,False,False,2020-10-14 13:00:00,2020-10,False,NEW_YORK,1.416193140500104,18.33033197135179,0.11012240545589601,1.258198297665246,ATR Expansion Short
BB Expansion Long,1603292400000,2020-10-21 15:00:00+00:00,1603317600000,2020-10-21 22:00:00+00:00,Long,12744.3,13052.914279645664,13059.444001646489,12507.43751881453,13059.444001646489,0.48,148.13485422991886,6.191331427114958,3.057599999999511,3.13426656039519,6.1918665603947005,0.61103088,141.3324919228039,11230.95792189636,TP Hit,1.3029259767147798,7,False,False,False,False,2020-10-21 22:00:00,2020-10,False,NEW_YORK,1.3304935423678312,12.994228867509658,0.05485980220453245,1.2162022877750553,BB Expansion Long
BB Expansion Short,1603897200000,2020-10-28 15:00:00+00:00,1603980000000,2020-10-29 14:00:00+00:00,Short,13058.9,13361.718761270517,13355.041240650193,13355.041240650193,12663.287721319177,0.388,-117.49367937296056,5.12560003968648,2.549159999999888,2.590878000685625,5.140038000685513,1.2352944950568,-123.85457390770384,11107.103347988656,SL Hit,-1.0225484319767923,23,False,False,False,False,2020-10-29 14:00:00,2020-10,False,NEW_YORK,1.335890529168568,11.500932535428793,0.038835970667840496,1.2357978212617626,BB Expansion Short
BB Expansion Long,1604581200000,2020-11-05 13:00:00+00:00,1604592000000,2020-11-05 16:00:00+00:00,Long,14873.9,15276.334340311554,15283.976328475792,14565.83104349743,15283.976328475792,0.369,148.4982715749636,5.562718235787481,2.752739999999678,2.8198936326037383,5.5726336326034165,0.5564612250000001,142.37909211417616,11249.48244010283,TP Hit,1.3063125375574731,3,False,False,False,False,2020-11-05 16:00:00,2020-11,False,NEW_YORK,1.3311186337347556,11.691813093390898,0.03795193526191393,1.2282678606672381,BB Expansion Long
BB Expansion Long,1604617200000,2020-11-05 23:00:00+00:00,1604764800000,2020-11-07 16:00:00+00:00,Long,15555.2,15129.283336489558,15136.851762370745,15136.851762370745,16115.93366337397,0.274,-116.70116580186138,4.20377421709907,2.12624000000006,2.0737486914447585,4.199988691444819,6.509318868800201,-127.41425888776068,11122.068181215069,SL Hit,-1.0180912101460613,41,False,False,False,False,2020-11-07 16:00:00,2020-11,False,OFF_HOURS,1.340351441544487,14.91308177734409,0.03564753101830968,1.2102509633754737,BB Expansion Long
BB Expansion Short,1604779200000,2020-11-07 20:00:00+00:00,1604797200000,2020-11-08 01:00:00+00:00,Short,14647.4,15077.84678598444,15070.311630169355,15070.311630169355,14077.55718032034,0.268,-115.35973864382966,3.983183069321915,1.9644399999999809,2.019421758442317,3.9838617584422975,-0.397292044,-118.9456296691516,11003.122551545915,SL Hit,-1.0178173293840744,5,False,False,False,False,2020-11-08 01:00:00,2020-11,False,NEW_YORK,1.3474276397919462,8.364336871764213,0.01977797789201186,1.2736292148217527,BB Expansion Short
BB Expansion Long,1605632400000,2020-11-17 17:00:00+00:00,1605672000000,2020-11-18 04:00:00+00:00,Long,17678.8,18121.18718214053,18130.252308294672,17338.60113802784,18130.252308294672,0.332,146.8725444706548,5.942797872235328,2.924919999999227,3.0096218831765147,5.934541883175742,0.586644332,140.34310226641946,11143.465653812336,TP Hit,1.3003781952002222,11,False,False,False,False,2020-11-18 04:00:00,2020-11,False,NEW_YORK,1.3270247456959965,12.46398408741107,0.03663734797687556,1.216671287934323,BB Expansion Long
BB Expansion Short,1606363200000,2020-11-26 04:00:00+00:00,1606377600000,2020-11-26 08:00:00+00:00,Short,17921.0,17115.932442938712,17107.378753561934,18522.287297435407,17107.378753561934,0.19,152.96283584164462,3.328508582079178,1.71,1.6252009815879138,3.3352009815879136,-1.18735280092,150.82168006048545,11379.185706657518,TP Hit,1.338906643288555,4,False,False,False,False,2020-11-26 08:00:00,2020-11,False,OFF_HOURS,1.353132271225918,7.851062364587092,0.013057090010171869,1.2844107448565922,BB Expansion Short
BB Expansion Short,1606831200000,2020-12-01 14:00:00+00:00,1606834800000,2020-12-01 15:00:00+00:00,Short,18755.7,19479.77589230877,19470.04087187284,19470.04087187284,17786.015455732166,0.161,-116.57621866171264,3.0779558093308568,1.5117899999999065,1.5673382901856057,3.079128290185512,0.0,-119.6541744710435,11239.767202786008,SL Hit,-1.0136279762495073,1,False,False,False,False,2020-12-01 15:00:00,2020-12,False,NEW_YORK,1.3574535385684197,6.157084099516369,0.008619252155310531,1.3039178108956835,BB Expansion Short
ATR Expansion Short,1606849200000,2020-12-01 19:00:00+00:00,1607007600000,2020-12-03 15:00:00+00:00,Short,18740.0,19577.19667711487,19567.41297062956,19567.41297062956,17523.80554405567,0.137,-114.69594476473708,2.6247279723823684,1.2905399999997609,1.3403677884877434,2.6309077884875043,-1.3443788493466,-115.97629388777284,11123.790908898232,SL Hit,-1.011824453849047,44,False,False,False,False,2020-12-03 15:00:00,2020-12,False,NEW_YORK,1.4698759858924533,6.600014610216473,0.007976687391297073,1.4116519903355402,ATR Expansion Short
BB Expansion Long,1608130800000,2020-12-16 15:00:00+00:00,1608152400000,2020-12-16 21:00:00+00:00,Long,20683.6,21226.42211911339,21237.040639433108,20267.355139608164,21237.040639433108,0.274,148.73326063706958,5.741673030318535,2.830419999999482,2.909474567602316,5.739894567601798,2.6078622134604004,140.38372539329066,11264.174634291525,TP Hit,1.3040932652054935,6,False,False,False,False,2020-12-16 21:00:00,2020-12,False,NEW_YORK,1.3296035389172716,14.089429811380732,0.03384889797346101,1.206067414926538,BB Expansion Long
BB Expansion Long,1608195600000,2020-12-17 09:00:00+00:00,1608195600000,2020-12-17 09:00:00+00:00,Long,22933.3,22301.20737939946,22312.36356118005,22312.36356118005,23767.18838724993,0.183,-115.6729495698986,4.13895742521505,2.1026699999996272,2.041581265847726,4.144251265847354,0.0,-119.81190699511365,11022.719672351928,SL Hit,-1.0179667049364831,0,False,False,False,False,2020-12-17 09:00:00,2020-12,True,LONDON,1.3429528935919484,8.283208691062404,0.01333986568223329,1.2700574527054276,BB Expansion Long
BB Expansion Long,1609596000000,2021-01-02 14:00:00+00:00,1609603200000,2021-01-02 16:00:00+00:00,Long,31626.5,32598.789021495904,32615.09656978079,30897.527669757827,32615.09656978079,0.152,147.78793126737745,4.881121965633689,2.4000800000001328,2.4787473393028483,4.8788273393029815,0.9715925717208,141.93521673002294,11055.267617447576,TP Hit,1.3337804209563042,2,False,False,False,False,2021-01-02 16:00:00,2021-01,False,NEW_YORK,1.3561510207834193,10.73154187665747,0.014721466688718241,1.2592992662523783,BB Expansion Long
ATR Expansion Short,1609747200000,2021-01-04 08:00:00+00:00,1609754400000,2021-01-04 10:00:00+00:00,Short,32171.3,29964.7480245283,29949.773137959324,33677.78457469379,29949.773137959324,0.037,81.64242309245286,1.1495168884537734,0.5949600000000645,0.55407080305212,1.1490308030521843,-2.8163423189492005,83.30924852294828,11233.799473958448,TP Hit,1.4647026677456725,2,False,False,False,False,2021-01-04 10:00:00,2021-01,False,LONDON,1.4746429531097094,5.114890010455158,0.0033952488438156207,1.3828794708444223,ATR Expansion Short
BB Expansion Short,1609758000000,2021-01-04 11:00:00+00:00,1609772400000,2021-01-04 15:00:00+00:00,Short,30264.3,32167.70800761982,32151.632191524062,32151.632191524062,27679.38806732769,0.06,-114.20448045718936,1.8729602402285948,0.9078000000000612,0.9645489657455618,1.872348965745623,0.0,-116.07744069741794,11117.72203326103,SL Hit,-1.008517745931509,4,False,False,False,False,2021-01-04 15:00:00,2021-01,False,LONDON,1.3696115311766786,3.745309205974218,0.0019844462054927365,1.3365374277517996,BB Expansion Short
ATR Expansion Long,1609804800000,2021-01-05 00:00:00+00:00,1609822800000,2021-01-05 05:00:00+00:00,Long,32045.6,30251.41645401085,30266.54972887529,30266.54972887529,34677.85040668707,0.063,-113.0335633973161,1.962356018301342,1.0111499999999545,0.9533963164593734,1.9645463164593275,1.1327669944605,-116.12868641007792,11001.593346850954,SL Hit,-1.0085063784368875,5,False,False,False,False,2021-01-05 05:00:00,2021-01,False,OFF_HOURS,1.4795818023866,5.05966932922117,0.002844028306194216,1.4344384959390728,ATR Expansion Long
ATR Expansion Short,1610175600000,2021-01-09 07:00:00+00:00,1610190000000,2021-01-09 11:00:00+00:00,Short,38998.5,41078.553858522384,41058.02484609934,41058.02484609934,35957.912730851,0.054,-112.32290836020871,2.1620804541801046,1.05245999999989,1.1085666708444333,2.161026670844324,-1.3490428524407998,-113.13594596194802,10884.336119297255,SL Hit,-1.009967839165391,4,False,False,False,False,2021-01-09 11:00:00,2021-01,False,OFF_HOURS,1.4763537691267752,5.672149977465228,0.0027541061173445235,1.4253518039907656,ATR Expansion Short
BB Expansion Short,1610337600000,2021-01-11 04:00:00+00:00,1610373600000,2021-01-11 14:00:00+00:00,Short,35451.7,32455.068674625127,32438.84925000013,37658.4829399999,32438.84925000013,0.05,149.83156626874353,1.6976692168656282,0.8885000000002038,0.8109712312498232,1.699471231250027,-1.4875570378499998,149.6214540897279,11150.37221835652,TP Hit,1.35791847537801,10,False,False,False,False,2021-01-11 14:00:00,2021-01,False,OFF_HOURS,1.365268280531478,4.8846974859656545,0.002213492499613881,1.3209984305392004,BB Expansion Short
ATR Expansion Long,1610431200000,2021-01-12 06:00:00+00:00,1610460000000,2021-01-12 14:00:00+00:00,Long,35958.0,33180.616088377465,33197.21469572533,33197.21469572533,40060.302956412,0.041,-113.87274037652396,1.417341629811738,0.7351300000000119,0.6805429012624009,1.415672901262413,0.759942080905,-116.05002408724069,11034.322194269278,SL Hit,-1.0060122774929885,8,False,False,False,False,2021-01-12 14:00:00,2021-01,False,OFF_HOURS,1.4859188615862975,3.5929566119791514,0.0013014255785902598,1.4541767743036083,ATR Expansion Long
BB Expansion Short,1610499600000,2021-01-13 01:00:00+00:00,1610521200000,2021-01-13 07:00:00+00:00,Short,32551.7,34708.121701673874,34690.77631351712,34690.77631351712,29600.73178678178,0.052,-112.1339284870414,1.7487553642435207,0.8455199999999167,0.9019601841512483,1.7474801841511651,0.0,-113.88268385128492,10920.439510417997,SL Hit,-1.008108821572726,6,False,False,False,False,2021-01-13 07:00:00,2021-01,False,OFF_HOURS,1.379552564146798,3.4962355483946856,0.0016344604099916824,1.3481206331854196,BB Expansion Short
BB Expansion Long,1611342000000,2021-01-22 19:00:00+00:00,1611399600000,2021-01-23 11:00:00+00:00,Long,33306.4,31804.32453416802,31820.234651493764,31820.234651493764,35337.336872925334,0.078,-117.1618863348946,2.539318256832553,1.300259999999864,1.2409891514080371,2.541249151407901,0.514322562,-120.21552715372717,11370.319176388726,SL Hit,-1.0107054826313475,16,False,False,False,False,2021-01-23 11:00:00,2021-01,False,NEW_YORK,1.3665618532733597,5.594889970240454,0.0037646483790406923,1.3182971304651456,BB Expansion Long
BB Expansion Short,1611633600000,2021-01-26 04:00:00+00:00,1611698400000,2021-01-26 22:00:00+00:00,Short,31504.9,32689.933057608283,32673.596259478545,32673.596259478545,29919.407417390907,0.1,-118.50330576082816,3.209741652880415,1.5779999999998835,1.6336798129737873,3.2116798129736708,-0.634089,-121.07895841370856,11355.43286806284,SL Hit,-1.013978651850077,18,False,False,False,False,2021-01-26 22:00:00,2021-01,False,OFF_HOURS,1.3566335733088768,7.055510465854086,0.006037077990651017,1.2962627934023667,BB Expansion Short
BB Expansion Long,1611910800000,2021-01-29 09:00:00+00:00,1611910800000,2021-01-29 09:00:00+00:00,Long,36406.6,38248.53150349142,38267.66533615949,34714.94019745645,38267.66533615949,0.069,127.09327374090785,2.575602036870454,1.25648999999994,1.3202344540973792,2.57672445409732,0.0,124.51767170403738,11719.690231406568,TP Hit,1.0888309225778892,0,False,False,False,False,2021-01-29 09:00:00,2021-01,True,LONDON,1.1001416084730682,5.152326490967774,0.003045722599319817,1.056000701236549,BB Expansion Long
ATR Expansion Short,1611975600000,2021-01-30 03:00:00+00:00,1612310400000,2021-02-03 00:00:00+00:00,Short,33878.9,36157.117248711766,36139.04772484934,36139.04772484934,30536.053412725985,0.053,-120.7455141817235,1.8559544570908617,0.8983499999998458,0.957684764708516,1.8560347647083617,-12.170030307126,-110.43143833168835,11725.809437728916,SL Hit,-1.0079948419582303,93,False,False,False,False,2021-02-03 00:00:00,2021-02,False,OFF_HOURS,1.4790389807360265,15.882019528925223,0.007026982950852876,1.3464543967576703,ATR Expansion Short
