added_trade_id,sleeve_source,pnl,pf,classification,drawdown_contribution,action_required
ADD_127,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_128,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_129,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_130,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_131,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_132,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_133,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_134,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_135,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_136,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_137,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_138,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_139,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_140,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_141,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_142,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_143,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_144,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_145,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_146,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_147,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_148,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_149,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_150,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_151,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_152,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_153,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_154,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_155,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_156,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_157,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_158,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_159,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_160,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_161,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_162,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_163,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_164,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_165,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_166,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_167,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_168,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_169,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_170,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_171,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_172,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_173,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_174,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_175,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_176,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_177,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_178,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_179,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_180,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_181,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_182,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_183,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_184,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_185,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_186,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_187,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_188,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_189,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_190,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_191,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_192,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_193,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_194,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_195,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_196,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_197,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_198,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_199,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_200,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_201,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_202,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_203,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_204,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_205,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_206,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_207,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_208,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_209,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_210,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_211,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_212,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_213,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_214,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_215,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_216,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_217,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_218,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_219,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_220,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_221,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_222,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_223,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_224,second_retest_entry,120.0,2.1,acceptable,0.0005,KEEP
ADD_225,VWAP_reclaim,120.0,2.1,acceptable,0.0005,KEEP
ADD_226,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_227,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_228,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_229,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_230,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_231,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_232,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_233,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_234,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_235,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_236,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_237,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_238,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_239,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_240,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_241,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_242,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_243,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_244,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_245,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_246,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_247,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_248,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_249,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_250,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_251,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_252,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_253,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_254,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_255,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_256,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_257,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_258,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_259,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_260,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_261,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_262,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_263,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_264,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_265,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_266,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_267,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_268,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_269,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_270,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_271,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_272,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_273,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_274,second_retest_entry,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_275,VWAP_reclaim,-20.0,0.95,weak,0.005,REFINE_EXPECTED_R
ADD_276,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_277,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_278,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_279,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_280,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_281,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_282,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_283,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_284,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_285,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_286,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_287,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_288,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_289,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_290,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_291,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_292,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_293,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_294,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_295,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_296,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_297,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_298,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
ADD_299,VWAP_reclaim,-180.0,0.45,harmful,0.005,REMOVE
ADD_300,second_retest_entry,-180.0,0.45,harmful,0.005,REMOVE
