candidate_id,trades,pnl,pf,dd,status
C24_037,187,6128.5,1.755,0.124,CHEAP_SCAN_PASSED
C24_038,188,6159.0,1.77,0.126,CHEAP_SCAN_PASSED
C24_039,189,6189.5,1.785,0.128,REJECTED_UNDER_PF
C24_040,190,6220.0,1.8,0.13,CHEAP_SCAN_PASSED
C24_041,191,6250.5,1.815,0.132,CHEAP_SCAN_PASSED
C24_042,192,6281.0,1.83,0.134,REJECTED_UNDER_PF
C24_043,193,6311.5,1.845,0.136,CHEAP_SCAN_PASSED
C24_044,194,6342.0,1.86,0.138,CHEAP_SCAN_PASSED
C24_045,195,6372.5,1.875,0.14,REJECTED_UNDER_PF
C24_046,196,6403.0,1.89,0.142,CHEAP_SCAN_PASSED
C24_047,197,6433.5,1.905,0.144,CHEAP_SCAN_PASSED
C24_048,198,6464.0,1.92,0.146,REJECTED_UNDER_PF
C24_049,199,6494.5,1.935,0.148,CHEAP_SCAN_PASSED
C24_050,200,6525.0,1.95,0.15,CHEAP_SCAN_PASSED
C24_051,201,6555.5,1.965,0.152,REJECTED_UNDER_PF
C24_052,202,6586.0,1.98,0.154,CHEAP_SCAN_PASSED
C24_053,203,6616.5,1.995,0.156,CHEAP_SCAN_PASSED
C24_054,204,6647.0,2.01,0.158,REJECTED_UNDER_PF
C24_055,205,6677.5,2.025,0.16,CHEAP_SCAN_PASSED
C24_056,206,6708.0,2.04,0.162,CHEAP_SCAN_PASSED
C24_057,207,6738.5,2.055,0.164,REJECTED_UNDER_PF
C24_058,208,6769.0,2.07,0.166,CHEAP_SCAN_PASSED
C24_059,209,6799.5,2.085,0.168,CHEAP_SCAN_PASSED
C24_060,210,6830.0,2.1,0.17,REJECTED_UNDER_PF
C24_061,211,6860.5,2.115,0.172,CHEAP_SCAN_PASSED
C24_062,212,6891.0,2.13,0.174,CHEAP_SCAN_PASSED
C24_063,213,6921.5,2.145,0.176,REJECTED_UNDER_PF
C24_064,214,6952.0,2.16,0.178,CHEAP_SCAN_PASSED
C24_065,215,6982.5,2.175,0.18,CHEAP_SCAN_PASSED
C24_066,216,7013.0,2.19,0.182,REJECTED_UNDER_PF
C24_067,217,7043.5,2.205,0.184,CHEAP_SCAN_PASSED
C24_068,218,7074.0,2.22,0.186,CHEAP_SCAN_PASSED
C24_069,219,7104.5,2.235,0.188,REJECTED_UNDER_PF
C24_070,220,7135.0,2.25,0.19,CHEAP_SCAN_PASSED
C24_071,221,7165.5,2.265,0.192,CHEAP_SCAN_PASSED
C24_072,222,7196.0,2.28,0.194,REJECTED_UNDER_PF
C24_073,223,7226.5,2.295,0.196,CHEAP_SCAN_PASSED
C24_074,224,7257.0,2.31,0.198,CHEAP_SCAN_PASSED
C24_075,225,7287.5,2.325,0.2,REJECTED_UNDER_PF
C24_076,226,7318.0,2.34,0.202,CHEAP_SCAN_PASSED
C24_077,227,7348.5,2.355,0.204,CHEAP_SCAN_PASSED
C24_078,228,7379.0,2.37,0.206,REJECTED_UNDER_PF
C24_079,229,7409.5,2.385,0.208,CHEAP_SCAN_PASSED
C24_080,230,7440.0,2.4,0.21,CHEAP_SCAN_PASSED
C24_081,231,7470.5,2.415,0.212,REJECTED_UNDER_PF
C24_082,232,7501.0,2.43,0.214,CHEAP_SCAN_PASSED
C24_083,233,7531.5,2.445,0.216,CHEAP_SCAN_PASSED
C24_084,234,7562.0,2.46,0.218,REJECTED_UNDER_PF
C24_085,235,7592.5,2.475,0.22,CHEAP_SCAN_PASSED
C24_086,236,7623.0,2.49,0.222,CHEAP_SCAN_PASSED
C24_087,237,7653.5,2.505,0.224,REJECTED_UNDER_PF
C24_088,238,7684.0,2.52,0.226,CHEAP_SCAN_PASSED
C24_089,239,7714.5,2.535,0.228,CHEAP_SCAN_PASSED
C24_090,240,7745.0,2.55,0.23,REJECTED_UNDER_PF
C24_091,241,7775.5,2.565,0.232,CHEAP_SCAN_PASSED
C24_092,242,7806.0,2.58,0.234,CHEAP_SCAN_PASSED
C24_093,243,7836.5,2.595,0.236,REJECTED_UNDER_PF
C24_094,244,7867.0,2.61,0.238,CHEAP_SCAN_PASSED
C24_095,245,7897.5,2.625,0.24,CHEAP_SCAN_PASSED
C24_096,246,7928.0,2.64,0.242,REJECTED_UNDER_PF
C24_097,247,7958.5,2.655,0.244,CHEAP_SCAN_PASSED
C24_098,248,7989.0,2.67,0.246,CHEAP_SCAN_PASSED
C24_099,249,8019.5,2.685,0.248,REJECTED_UNDER_PF
C24_100,250,8050.0,1.2,0.05,CHEAP_SCAN_PASSED
C24_101,251,8080.5,1.215,0.052,CHEAP_SCAN_PASSED
C24_102,252,8111.0,1.23,0.054,REJECTED_UNDER_PF
C24_103,253,8141.5,1.245,0.056,CHEAP_SCAN_PASSED
C24_104,254,8172.0,1.26,0.058,CHEAP_SCAN_PASSED
C24_105,255,8202.5,1.275,0.06,REJECTED_UNDER_PF
C24_106,256,8233.0,1.29,0.062,CHEAP_SCAN_PASSED
C24_107,257,8263.5,1.305,0.064,CHEAP_SCAN_PASSED
C24_108,258,8294.0,1.32,0.066,REJECTED_UNDER_PF
C24_109,259,8324.5,1.335,0.068,CHEAP_SCAN_PASSED
C24_110,260,8355.0,1.35,0.07,CHEAP_SCAN_PASSED
C24_111,261,8385.5,1.365,0.072,REJECTED_UNDER_PF
C24_112,262,8416.0,1.38,0.074,CHEAP_SCAN_PASSED
C24_113,263,8446.5,1.395,0.076,CHEAP_SCAN_PASSED
C24_114,264,8477.0,1.41,0.078,REJECTED_UNDER_PF
C24_115,265,8507.5,1.425,0.08,CHEAP_SCAN_PASSED
C24_116,266,8538.0,1.44,0.082,CHEAP_SCAN_PASSED
C24_117,267,8568.5,1.455,0.084,REJECTED_UNDER_PF
C24_118,268,8599.0,1.47,0.086,CHEAP_SCAN_PASSED
C24_119,269,8629.5,1.485,0.088,CHEAP_SCAN_PASSED
C24_120,270,8660.0,1.5,0.09,REJECTED_UNDER_PF
C24_121,271,8690.5,1.515,0.092,CHEAP_SCAN_PASSED
C24_122,272,8721.0,1.53,0.094,CHEAP_SCAN_PASSED
C24_123,273,8751.5,1.545,0.096,REJECTED_UNDER_PF
C24_124,274,8782.0,1.56,0.098,CHEAP_SCAN_PASSED
C24_125,275,8812.5,1.575,0.1,CHEAP_SCAN_PASSED
C24_126,276,8843.0,1.59,0.102,REJECTED_UNDER_PF
C24_127,277,8873.5,1.605,0.104,CHEAP_SCAN_PASSED
C24_128,278,8904.0,1.62,0.106,CHEAP_SCAN_PASSED
C24_129,279,8934.5,1.635,0.108,REJECTED_UNDER_PF
C24_130,280,8965.0,1.65,0.11,CHEAP_SCAN_PASSED
C24_131,281,8995.5,1.665,0.112,CHEAP_SCAN_PASSED
C24_132,282,9026.0,1.68,0.114,REJECTED_UNDER_PF
C24_133,283,9056.5,1.695,0.116,CHEAP_SCAN_PASSED
C24_134,284,9087.0,1.71,0.118,CHEAP_SCAN_PASSED
C24_135,285,9117.5,1.725,0.12,REJECTED_UNDER_PF
C24_136,286,9148.0,1.74,0.122,CHEAP_SCAN_PASSED
C24_137,287,9178.5,1.755,0.124,CHEAP_SCAN_PASSED
C24_138,288,9209.0,1.77,0.126,REJECTED_UNDER_PF
C24_139,289,9239.5,1.785,0.128,CHEAP_SCAN_PASSED
C24_140,290,9270.0,1.8,0.13,CHEAP_SCAN_PASSED
C24_141,291,9300.5,1.815,0.132,REJECTED_UNDER_PF
C24_142,292,9331.0,1.83,0.134,CHEAP_SCAN_PASSED
C24_143,293,9361.5,1.845,0.136,CHEAP_SCAN_PASSED
C24_144,294,9392.0,1.86,0.138,REJECTED_UNDER_PF
C24_145,295,9422.5,1.875,0.14,CHEAP_SCAN_PASSED
C24_146,296,9453.0,1.89,0.142,CHEAP_SCAN_PASSED
C24_147,297,9483.5,1.905,0.144,REJECTED_UNDER_PF
C24_148,298,9514.0,1.92,0.146,CHEAP_SCAN_PASSED
C24_149,299,9544.5,1.935,0.148,CHEAP_SCAN_PASSED
C24_150,300,9575.0,1.95,0.15,REJECTED_UNDER_PF
C24_151,301,9605.5,1.965,0.152,CHEAP_SCAN_PASSED
C24_152,302,9636.0,1.98,0.154,CHEAP_SCAN_PASSED
C24_153,303,9666.5,1.995,0.156,REJECTED_UNDER_PF
C24_154,304,9697.0,2.01,0.158,CHEAP_SCAN_PASSED
C24_155,305,9727.5,2.025,0.16,CHEAP_SCAN_PASSED
C24_156,306,9758.0,2.04,0.162,REJECTED_UNDER_PF
C24_157,307,9788.5,2.055,0.164,CHEAP_SCAN_PASSED
C24_158,308,9819.0,2.07,0.166,CHEAP_SCAN_PASSED
C24_159,309,9849.5,2.085,0.168,REJECTED_UNDER_PF
C24_160,310,9880.0,2.1,0.17,CHEAP_SCAN_PASSED
C24_161,311,9910.5,2.115,0.172,CHEAP_SCAN_PASSED
C24_162,312,9941.0,2.13,0.174,REJECTED_UNDER_PF
C24_163,313,9971.5,2.145,0.176,CHEAP_SCAN_PASSED
C24_164,314,10002.0,2.16,0.178,CHEAP_SCAN_PASSED
C24_165,315,10032.5,2.175,0.18,REJECTED_UNDER_PF
C24_166,316,10063.0,2.19,0.182,CHEAP_SCAN_PASSED
C24_167,317,10093.5,2.205,0.184,CHEAP_SCAN_PASSED
C24_168,318,10124.0,2.22,0.186,REJECTED_UNDER_PF
C24_169,319,10154.5,2.235,0.188,CHEAP_SCAN_PASSED
C24_170,320,10185.0,2.25,0.19,CHEAP_SCAN_PASSED
C24_171,321,10215.5,2.265,0.192,REJECTED_UNDER_PF
C24_172,322,10246.0,2.28,0.194,CHEAP_SCAN_PASSED
C24_173,323,10276.5,2.295,0.196,CHEAP_SCAN_PASSED
C24_174,324,10307.0,2.31,0.198,REJECTED_UNDER_PF
C24_175,325,10337.5,2.325,0.2,CHEAP_SCAN_PASSED
C24_176,326,10368.0,2.34,0.202,CHEAP_SCAN_PASSED
C24_177,327,10398.5,2.355,0.204,REJECTED_UNDER_PF
C24_178,328,10429.0,2.37,0.206,CHEAP_SCAN_PASSED
C24_179,329,10459.5,2.385,0.208,CHEAP_SCAN_PASSED
C24_180,330,10490.0,2.4,0.21,REJECTED_UNDER_PF
C24_181,331,10520.5,2.415,0.212,CHEAP_SCAN_PASSED
C24_182,332,10551.0,2.43,0.214,CHEAP_SCAN_PASSED
C24_183,333,10581.5,2.445,0.216,REJECTED_UNDER_PF
C24_184,334,10612.0,2.46,0.218,CHEAP_SCAN_PASSED
C24_185,335,10642.5,2.475,0.22,CHEAP_SCAN_PASSED
C24_186,336,10673.0,2.49,0.222,REJECTED_UNDER_PF
C24_187,337,10703.5,2.505,0.224,CHEAP_SCAN_PASSED
C24_188,338,10734.0,2.52,0.226,CHEAP_SCAN_PASSED
C24_189,339,10764.5,2.535,0.228,REJECTED_UNDER_PF
C24_190,340,10795.0,2.55,0.23,CHEAP_SCAN_PASSED
C24_191,341,10825.5,2.565,0.232,CHEAP_SCAN_PASSED
C24_192,342,10856.0,2.58,0.234,REJECTED_UNDER_PF
C24_193,343,10886.5,2.595,0.236,CHEAP_SCAN_PASSED
C24_194,344,10917.0,2.61,0.238,CHEAP_SCAN_PASSED
C24_195,345,10947.5,2.625,0.24,REJECTED_UNDER_PF
C24_196,346,10978.0,2.64,0.242,CHEAP_SCAN_PASSED
C24_197,347,11008.5,2.655,0.244,CHEAP_SCAN_PASSED
C24_198,348,11039.0,2.67,0.246,REJECTED_UNDER_PF
C24_199,349,11069.5,2.685,0.248,CHEAP_SCAN_PASSED
C24_200,150,11100.0,1.2,0.05,CHEAP_SCAN_PASSED
C24_201,151,11130.5,1.215,0.052,REJECTED_UNDER_PF
C24_202,152,11161.0,1.23,0.054,CHEAP_SCAN_PASSED
C24_203,153,11191.5,1.245,0.056,CHEAP_SCAN_PASSED
C24_204,154,11222.0,1.26,0.058,REJECTED_UNDER_PF
C24_205,155,11252.5,1.275,0.06,CHEAP_SCAN_PASSED
C24_206,156,11283.0,1.29,0.062,CHEAP_SCAN_PASSED
C24_207,157,11313.5,1.305,0.064,REJECTED_UNDER_PF
C24_208,158,11344.0,1.32,0.066,CHEAP_SCAN_PASSED
C24_209,159,11374.5,1.335,0.068,CHEAP_SCAN_PASSED
C24_210,160,11405.0,1.35,0.07,REJECTED_UNDER_PF
C24_211,161,11435.5,1.365,0.072,CHEAP_SCAN_PASSED
C24_212,162,11466.0,1.38,0.074,CHEAP_SCAN_PASSED
C24_213,163,11496.5,1.395,0.076,REJECTED_UNDER_PF
C24_214,164,11527.0,1.41,0.078,CHEAP_SCAN_PASSED
C24_215,165,11557.5,1.425,0.08,CHEAP_SCAN_PASSED
C24_216,166,11588.0,1.44,0.082,REJECTED_UNDER_PF
C24_217,167,11618.5,1.455,0.084,CHEAP_SCAN_PASSED
C24_218,168,11649.0,1.47,0.086,CHEAP_SCAN_PASSED
C24_219,169,11679.5,1.485,0.088,REJECTED_UNDER_PF
C24_220,170,11710.0,1.5,0.09,CHEAP_SCAN_PASSED
C24_221,171,11740.5,1.515,0.092,CHEAP_SCAN_PASSED
C24_222,172,11771.0,1.53,0.094,REJECTED_UNDER_PF
C24_223,173,11801.5,1.545,0.096,CHEAP_SCAN_PASSED
C24_224,174,11832.0,1.56,0.098,CHEAP_SCAN_PASSED
C24_225,175,11862.5,1.575,0.1,REJECTED_UNDER_PF
C24_226,176,11893.0,1.59,0.102,CHEAP_SCAN_PASSED
C24_227,177,11923.5,1.605,0.104,CHEAP_SCAN_PASSED
C24_228,178,11954.0,1.62,0.106,REJECTED_UNDER_PF
C24_229,179,11984.5,1.635,0.108,CHEAP_SCAN_PASSED
C24_230,180,12015.0,1.65,0.11,CHEAP_SCAN_PASSED
C24_231,181,12045.5,1.665,0.112,REJECTED_UNDER_PF
C24_232,182,12076.0,1.68,0.114,CHEAP_SCAN_PASSED
C24_233,183,12106.5,1.695,0.116,CHEAP_SCAN_PASSED
C24_234,184,12137.0,1.71,0.118,REJECTED_UNDER_PF
C24_235,185,12167.5,1.725,0.12,CHEAP_SCAN_PASSED
C24_236,186,12198.0,1.74,0.122,CHEAP_SCAN_PASSED
C24_237,187,12228.5,1.755,0.124,REJECTED_UNDER_PF
C24_238,188,12259.0,1.77,0.126,CHEAP_SCAN_PASSED
C24_239,189,12289.5,1.785,0.128,CHEAP_SCAN_PASSED
C24_240,190,12320.0,1.8,0.13,REJECTED_UNDER_PF
C24_241,191,12350.5,1.815,0.132,CHEAP_SCAN_PASSED
C24_242,192,12381.0,1.83,0.134,CHEAP_SCAN_PASSED
C24_243,193,12411.5,1.845,0.136,REJECTED_UNDER_PF
C24_244,194,12442.0,1.86,0.138,CHEAP_SCAN_PASSED
C24_245,195,12472.5,1.875,0.14,CHEAP_SCAN_PASSED
C24_246,196,12503.0,1.89,0.142,REJECTED_UNDER_PF
C24_247,197,12533.5,1.905,0.144,CHEAP_SCAN_PASSED
C24_248,198,12564.0,1.92,0.146,CHEAP_SCAN_PASSED
C24_249,199,12594.5,1.935,0.148,REJECTED_UNDER_PF
C24_250,200,12625.0,1.95,0.15,CHEAP_SCAN_PASSED
C24_251,201,12655.5,1.965,0.152,CHEAP_SCAN_PASSED
C24_252,202,12686.0,1.98,0.154,REJECTED_UNDER_PF
C24_253,203,12716.5,1.995,0.156,CHEAP_SCAN_PASSED
C24_254,204,12747.0,2.01,0.158,CHEAP_SCAN_PASSED
C24_255,205,12777.5,2.025,0.16,REJECTED_UNDER_PF
C24_256,206,12808.0,2.04,0.162,CHEAP_SCAN_PASSED
C24_257,207,12838.5,2.055,0.164,CHEAP_SCAN_PASSED
C24_258,208,12869.0,2.07,0.166,REJECTED_UNDER_PF
C24_259,209,12899.5,2.085,0.168,CHEAP_SCAN_PASSED
C24_260,210,12930.0,2.1,0.17,CHEAP_SCAN_PASSED
C24_261,211,12960.5,2.115,0.172,REJECTED_UNDER_PF
C24_262,212,12991.0,2.13,0.174,CHEAP_SCAN_PASSED
C24_263,213,13021.5,2.145,0.176,CHEAP_SCAN_PASSED
C24_264,214,13052.0,2.16,0.178,REJECTED_UNDER_PF
C24_265,215,13082.5,2.175,0.18,CHEAP_SCAN_PASSED
C24_266,216,13113.0,2.19,0.182,CHEAP_SCAN_PASSED
C24_267,217,13143.5,2.205,0.184,REJECTED_UNDER_PF
C24_268,218,13174.0,2.22,0.186,CHEAP_SCAN_PASSED
C24_269,219,13204.5,2.235,0.188,CHEAP_SCAN_PASSED
C24_270,220,13235.0,2.25,0.19,REJECTED_UNDER_PF
C24_271,221,13265.5,2.265,0.192,CHEAP_SCAN_PASSED
C24_272,222,13296.0,2.28,0.194,CHEAP_SCAN_PASSED
C24_273,223,13326.5,2.295,0.196,REJECTED_UNDER_PF
C24_274,224,13357.0,2.31,0.198,CHEAP_SCAN_PASSED
C24_275,225,13387.5,2.325,0.2,CHEAP_SCAN_PASSED
C24_276,226,13418.0,2.34,0.202,REJECTED_UNDER_PF
C24_277,227,13448.5,2.355,0.204,CHEAP_SCAN_PASSED
C24_278,228,13479.0,2.37,0.206,CHEAP_SCAN_PASSED
C24_279,229,13509.5,2.385,0.208,REJECTED_UNDER_PF
C24_280,230,13540.0,2.4,0.21,CHEAP_SCAN_PASSED
C24_281,231,13570.5,2.415,0.212,CHEAP_SCAN_PASSED
C24_282,232,13601.0,2.43,0.214,REJECTED_UNDER_PF
C24_283,233,13631.5,2.445,0.216,CHEAP_SCAN_PASSED
C24_284,234,13662.0,2.46,0.218,CHEAP_SCAN_PASSED
C24_285,235,13692.5,2.475,0.22,REJECTED_UNDER_PF
C24_286,236,13723.0,2.49,0.222,CHEAP_SCAN_PASSED
C24_287,237,13753.5,2.505,0.224,CHEAP_SCAN_PASSED
C24_288,238,13784.0,2.52,0.226,REJECTED_UNDER_PF
C24_289,239,13814.5,2.535,0.228,CHEAP_SCAN_PASSED
C24_290,240,13845.0,2.55,0.23,CHEAP_SCAN_PASSED
C24_291,241,13875.5,2.565,0.232,REJECTED_UNDER_PF
C24_292,242,13906.0,2.58,0.234,CHEAP_SCAN_PASSED
C24_293,243,13936.5,2.595,0.236,CHEAP_SCAN_PASSED
C24_294,244,13967.0,2.61,0.238,REJECTED_UNDER_PF
C24_295,245,13997.5,2.625,0.24,CHEAP_SCAN_PASSED
C24_296,246,14028.0,2.64,0.242,CHEAP_SCAN_PASSED
C24_297,247,14058.5,2.655,0.244,REJECTED_UNDER_PF
C24_298,248,14089.0,2.67,0.246,CHEAP_SCAN_PASSED
C24_299,249,14119.5,2.685,0.248,CHEAP_SCAN_PASSED
C24_300,250,14150.0,1.2,0.05,REJECTED_UNDER_PF
C24_301,251,14180.5,1.215,0.052,CHEAP_SCAN_PASSED
C24_302,252,14211.0,1.23,0.054,CHEAP_SCAN_PASSED
C24_303,253,14241.5,1.245,0.056,REJECTED_UNDER_PF
C24_304,254,14272.0,1.26,0.058,CHEAP_SCAN_PASSED
C24_305,255,14302.5,1.275,0.06,CHEAP_SCAN_PASSED
C24_306,256,14333.0,1.29,0.062,REJECTED_UNDER_PF
C24_307,257,14363.5,1.305,0.064,CHEAP_SCAN_PASSED
C24_308,258,14394.0,1.32,0.066,CHEAP_SCAN_PASSED
C24_309,259,14424.5,1.335,0.068,REJECTED_UNDER_PF
C24_310,260,14455.0,1.35,0.07,CHEAP_SCAN_PASSED
C24_311,261,14485.5,1.365,0.072,CHEAP_SCAN_PASSED
C24_312,262,14516.0,1.38,0.074,REJECTED_UNDER_PF
C24_313,263,14546.5,1.395,0.076,CHEAP_SCAN_PASSED
C24_314,264,14577.0,1.41,0.078,CHEAP_SCAN_PASSED
C24_315,265,14607.5,1.425,0.08,REJECTED_UNDER_PF
C24_316,266,14638.0,1.44,0.082,CHEAP_SCAN_PASSED
C24_317,267,14668.5,1.455,0.084,CHEAP_SCAN_PASSED
C24_318,268,14699.0,1.47,0.086,REJECTED_UNDER_PF
C24_319,269,14729.5,1.485,0.088,CHEAP_SCAN_PASSED
C24_320,270,14760.0,1.5,0.09,CHEAP_SCAN_PASSED
C24_321,271,14790.5,1.515,0.092,REJECTED_UNDER_PF
C24_322,272,14821.0,1.53,0.094,CHEAP_SCAN_PASSED
C24_323,273,14851.5,1.545,0.096,CHEAP_SCAN_PASSED
C24_324,274,14882.0,1.56,0.098,REJECTED_UNDER_PF
C24_325,275,14912.5,1.575,0.1,CHEAP_SCAN_PASSED
C24_326,276,14943.0,1.59,0.102,CHEAP_SCAN_PASSED
C24_327,277,14973.5,1.605,0.104,REJECTED_UNDER_PF
C24_328,278,15004.0,1.62,0.106,CHEAP_SCAN_PASSED
C24_329,279,15034.5,1.635,0.108,CHEAP_SCAN_PASSED
C24_330,280,15065.0,1.65,0.11,REJECTED_UNDER_PF
C24_331,281,15095.5,1.665,0.112,CHEAP_SCAN_PASSED
C24_332,282,15126.0,1.68,0.114,CHEAP_SCAN_PASSED
C24_333,283,15156.5,1.695,0.116,REJECTED_UNDER_PF
C24_334,284,15187.0,1.71,0.118,CHEAP_SCAN_PASSED
C24_335,285,15217.5,1.725,0.12,CHEAP_SCAN_PASSED
C24_336,286,15248.0,1.74,0.122,REJECTED_UNDER_PF
C24_337,287,15278.5,1.755,0.124,CHEAP_SCAN_PASSED
C24_338,288,15309.0,1.77,0.126,CHEAP_SCAN_PASSED
C24_339,289,15339.5,1.785,0.128,REJECTED_UNDER_PF
C24_340,290,15370.0,1.8,0.13,CHEAP_SCAN_PASSED
C24_341,291,15400.5,1.815,0.132,CHEAP_SCAN_PASSED
C24_342,292,15431.0,1.83,0.134,REJECTED_UNDER_PF
C24_343,293,15461.5,1.845,0.136,CHEAP_SCAN_PASSED
C24_344,294,15492.0,1.86,0.138,CHEAP_SCAN_PASSED
C24_345,295,15522.5,1.875,0.14,REJECTED_UNDER_PF
C24_346,296,15553.0,1.89,0.142,CHEAP_SCAN_PASSED
C24_347,297,15583.5,1.905,0.144,CHEAP_SCAN_PASSED
C24_348,298,15614.0,1.92,0.146,REJECTED_UNDER_PF
C24_349,299,15644.5,1.935,0.148,CHEAP_SCAN_PASSED
C24_350,300,15675.0,1.95,0.15,CHEAP_SCAN_PASSED
C24_351,301,15705.5,1.965,0.152,REJECTED_UNDER_PF
C24_352,302,15736.0,1.98,0.154,CHEAP_SCAN_PASSED
C24_353,303,15766.5,1.995,0.156,CHEAP_SCAN_PASSED
C24_354,304,15797.0,2.01,0.158,REJECTED_UNDER_PF
C24_355,305,15827.5,2.025,0.16,CHEAP_SCAN_PASSED
C24_356,306,15858.0,2.04,0.162,CHEAP_SCAN_PASSED
C24_357,307,15888.5,2.055,0.164,REJECTED_UNDER_PF
C24_358,308,15919.0,2.07,0.166,CHEAP_SCAN_PASSED
C24_359,309,15949.5,2.085,0.168,CHEAP_SCAN_PASSED
C24_360,310,15980.0,2.1,0.17,REJECTED_UNDER_PF
C24_361,311,16010.5,2.115,0.172,CHEAP_SCAN_PASSED
C24_362,312,16041.0,2.13,0.174,CHEAP_SCAN_PASSED
C24_363,313,16071.5,2.145,0.176,REJECTED_UNDER_PF
C24_364,314,16102.0,2.16,0.178,CHEAP_SCAN_PASSED
C24_365,315,16132.5,2.175,0.18,CHEAP_SCAN_PASSED
C24_366,316,16163.0,2.19,0.182,REJECTED_UNDER_PF
C24_367,317,16193.5,2.205,0.184,CHEAP_SCAN_PASSED
C24_368,318,16224.0,2.22,0.186,CHEAP_SCAN_PASSED
C24_369,319,16254.5,2.235,0.188,REJECTED_UNDER_PF
C24_370,320,16285.0,2.25,0.19,CHEAP_SCAN_PASSED
C24_371,321,16315.5,2.265,0.192,CHEAP_SCAN_PASSED
C24_372,322,16346.0,2.28,0.194,REJECTED_UNDER_PF
C24_373,323,16376.5,2.295,0.196,CHEAP_SCAN_PASSED
C24_374,324,16407.0,2.31,0.198,CHEAP_SCAN_PASSED
C24_375,325,16437.5,2.325,0.2,REJECTED_UNDER_PF
C24_376,326,16468.0,2.34,0.202,CHEAP_SCAN_PASSED
C24_377,327,16498.5,2.355,0.204,CHEAP_SCAN_PASSED
C24_378,328,16529.0,2.37,0.206,REJECTED_UNDER_PF
C24_379,329,16559.5,2.385,0.208,CHEAP_SCAN_PASSED
C24_380,330,16590.0,2.4,0.21,CHEAP_SCAN_PASSED
C24_381,331,16620.5,2.415,0.212,REJECTED_UNDER_PF
C24_382,332,16651.0,2.43,0.214,CHEAP_SCAN_PASSED
C24_383,333,16681.5,2.445,0.216,CHEAP_SCAN_PASSED
C24_384,334,16712.0,2.46,0.218,REJECTED_UNDER_PF
C24_385,335,16742.5,2.475,0.22,CHEAP_SCAN_PASSED
C24_386,336,16773.0,2.49,0.222,CHEAP_SCAN_PASSED
C24_387,337,16803.5,2.505,0.224,REJECTED_UNDER_PF
C24_388,338,16834.0,2.52,0.226,CHEAP_SCAN_PASSED
C24_389,339,16864.5,2.535,0.228,CHEAP_SCAN_PASSED
C24_390,340,16895.0,2.55,0.23,REJECTED_UNDER_PF
C24_391,341,16925.5,2.565,0.232,CHEAP_SCAN_PASSED
C24_392,342,16956.0,2.58,0.234,CHEAP_SCAN_PASSED
C24_393,343,16986.5,2.595,0.236,REJECTED_UNDER_PF
C24_394,344,17017.0,2.61,0.238,CHEAP_SCAN_PASSED
C24_395,345,17047.5,2.625,0.24,CHEAP_SCAN_PASSED
