candidate_id,status,pnl,pf,dd
C26_0139,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0140,REJECTED_UNDER_PF,8200.0,1.9,0.13
C26_0141,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0142,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0143,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0144,PASS,8520.0,1.96,0.138
C26_0145,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0146,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0147,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0148,REJECTED_UNDER_PF,8840.0,2.02,0.146
C26_0149,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0150,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0151,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0152,REJECTED_UNDER_PF,9160.0,2.08,0.154
C26_0153,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0154,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0155,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0156,PASS,9480.0,2.14,0.162
C26_0157,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0158,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0159,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0160,REJECTED_UNDER_PF,9800.0,2.2,0.17
C26_0161,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0162,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0163,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0164,REJECTED_UNDER_PF,10120.0,2.26,0.178
C26_0165,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0166,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0167,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0168,PASS,10440.0,2.32,0.186
C26_0169,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0170,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0171,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0172,REJECTED_UNDER_PF,10760.0,2.38,0.194
C26_0173,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0174,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0175,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0176,REJECTED_UNDER_PF,11080.0,2.44,0.202
C26_0177,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0178,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0179,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0180,PASS,11400.0,2.5,0.21
C26_0181,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0182,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0183,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0184,REJECTED_UNDER_PF,11720.0,2.56,0.218
C26_0185,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0186,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0187,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0188,REJECTED_UNDER_PF,12040.0,2.62,0.226
C26_0189,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0190,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0191,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0192,PASS,12360.0,2.68,0.234
C26_0193,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0194,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0195,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0196,REJECTED_UNDER_PF,12680.0,2.74,0.242
C26_0197,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0198,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0199,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0200,REJECTED_UNDER_PF,5000.0,1.3,0.05
C26_0201,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0202,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0203,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0204,PASS,5320.0,1.36,0.058
C26_0205,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0206,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0207,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0208,REJECTED_UNDER_PF,5640.0,1.42,0.066
C26_0209,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0210,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0211,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0212,REJECTED_UNDER_PF,5960.0,1.48,0.074
C26_0213,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0214,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0215,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0216,PASS,6280.0,1.54,0.082
C26_0217,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0218,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0219,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0220,REJECTED_UNDER_PF,6600.0,1.6,0.09
C26_0221,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0222,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0223,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0224,REJECTED_UNDER_PF,6920.0,1.66,0.098
C26_0225,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0226,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0227,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0228,PASS,7240.0,1.72,0.106
C26_0229,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0230,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0231,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0232,REJECTED_UNDER_PF,7560.0,1.78,0.114
C26_0233,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0234,REJECTED_UNDER_PF,7720.0,1.81,0.118
C26_0235,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0236,REJECTED_UNDER_PF,7880.0,1.84,0.122
C26_0237,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0238,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0239,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0240,PASS,8200.0,1.9,0.13
C26_0241,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0242,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0243,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0244,REJECTED_UNDER_PF,8520.0,1.96,0.138
C26_0245,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0246,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0247,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0248,REJECTED_UNDER_PF,8840.0,2.02,0.146
C26_0249,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0250,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0251,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0252,PASS,9160.0,2.08,0.154
C26_0253,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0254,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0255,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0256,REJECTED_UNDER_PF,9480.0,2.14,0.162
C26_0257,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0258,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0259,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0260,REJECTED_UNDER_PF,9800.0,2.2,0.17
C26_0261,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0262,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0263,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0264,PASS,10120.0,2.26,0.178
C26_0265,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0266,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0267,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0268,REJECTED_UNDER_PF,10440.0,2.32,0.186
C26_0269,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0270,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0271,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0272,REJECTED_UNDER_PF,10760.0,2.38,0.194
C26_0273,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0274,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0275,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0276,PASS,11080.0,2.44,0.202
C26_0277,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0278,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0279,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0280,REJECTED_UNDER_PF,11400.0,2.5,0.21
C26_0281,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0282,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0283,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0284,REJECTED_UNDER_PF,11720.0,2.56,0.218
C26_0285,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0286,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0287,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0288,PASS,12040.0,2.62,0.226
C26_0289,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0290,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0291,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0292,REJECTED_UNDER_PF,12360.0,2.68,0.234
C26_0293,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0294,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0295,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0296,REJECTED_UNDER_PF,12680.0,2.74,0.242
C26_0297,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0298,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0299,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0300,PASS,5000.0,1.3,0.05
C26_0301,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0302,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0303,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0304,REJECTED_UNDER_PF,5320.0,1.36,0.058
C26_0305,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0306,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0307,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0308,REJECTED_UNDER_PF,5640.0,1.42,0.066
C26_0309,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0310,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0311,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0312,PASS,5960.0,1.48,0.074
C26_0313,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0314,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0315,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0316,REJECTED_UNDER_PF,6280.0,1.54,0.082
C26_0317,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0318,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0319,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0320,REJECTED_UNDER_PF,6600.0,1.6,0.09
C26_0321,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0322,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0323,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0324,PASS,6920.0,1.66,0.098
C26_0325,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0326,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0327,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0328,REJECTED_UNDER_PF,7240.0,1.72,0.106
C26_0329,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0330,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0331,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0332,REJECTED_UNDER_PF,7560.0,1.78,0.114
C26_0333,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0334,REJECTED_UNDER_PF,7720.0,1.81,0.118
C26_0335,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0336,PASS,7880.0,1.84,0.122
C26_0337,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0338,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0339,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0340,REJECTED_UNDER_PF,8200.0,1.9,0.13
C26_0341,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0342,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0343,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0344,REJECTED_UNDER_PF,8520.0,1.96,0.138
C26_0345,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0346,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0347,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0348,PASS,8840.0,2.02,0.146
C26_0349,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0350,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0351,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0352,REJECTED_UNDER_PF,9160.0,2.08,0.154
C26_0353,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0354,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0355,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0356,REJECTED_UNDER_PF,9480.0,2.14,0.162
C26_0357,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0358,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0359,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0360,PASS,9800.0,2.2,0.17
C26_0361,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0362,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0363,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0364,REJECTED_UNDER_PF,10120.0,2.26,0.178
C26_0365,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0366,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0367,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0368,REJECTED_UNDER_PF,10440.0,2.32,0.186
C26_0369,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0370,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0371,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0372,PASS,10760.0,2.38,0.194
C26_0373,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0374,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0375,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0376,REJECTED_UNDER_PF,11080.0,2.44,0.202
C26_0377,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0378,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0379,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0380,REJECTED_UNDER_PF,11400.0,2.5,0.21
C26_0381,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0382,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0383,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0384,PASS,11720.0,2.56,0.218
C26_0385,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0386,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0387,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0388,REJECTED_UNDER_PF,12040.0,2.62,0.226
C26_0389,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0390,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0391,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0392,REJECTED_UNDER_PF,12360.0,2.68,0.234
C26_0393,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0394,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0395,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0396,PASS,12680.0,2.74,0.242
C26_0397,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0398,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0399,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0400,REJECTED_UNDER_PF,5000.0,1.3,0.05
C26_0401,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0402,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0403,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0404,REJECTED_UNDER_PF,5320.0,1.36,0.058
C26_0405,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0406,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0407,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0408,PASS,5640.0,1.42,0.066
C26_0409,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0410,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0411,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0412,REJECTED_UNDER_PF,5960.0,1.48,0.074
C26_0413,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0414,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0415,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0416,REJECTED_UNDER_PF,6280.0,1.54,0.082
C26_0417,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0418,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0419,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0420,PASS,6600.0,1.6,0.09
C26_0421,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0422,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0423,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0424,REJECTED_UNDER_PF,6920.0,1.66,0.098
C26_0425,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0426,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0427,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0428,REJECTED_UNDER_PF,7240.0,1.72,0.106
C26_0429,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0430,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0431,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0432,PASS,7560.0,1.78,0.114
C26_0433,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0434,REJECTED_UNDER_PF,7720.0,1.81,0.118
