candidate_id,template_type,adx_thresh,expected_r_gate,parameter_hash
C26_0037,bollinger_expansion_breakout,32,1.87,66147a4eaa2a061e
C26_0038,bollinger_expansion_breakout,33,1.88,68c3d3e0a0a5b5e5
C26_0039,bollinger_expansion_breakout,34,1.89,40b7e95dd0beb561
C26_0040,bollinger_expansion_breakout,15,1.9,39b3e31220b6a2e8
C26_0041,bollinger_expansion_breakout,16,1.91,90043b27bbd5fb4c
C26_0042,bollinger_expansion_breakout,17,1.92,60f77e8cf2121a80
C26_0043,bollinger_expansion_breakout,18,1.93,1a131d66bd1c0af2
C26_0044,bollinger_expansion_breakout,19,1.94,9106a215b5459d91
C26_0045,bollinger_expansion_breakout,20,1.95,38169c7124b07f9a
C26_0046,bollinger_expansion_breakout,21,1.96,b314d8bb0ee0f648
C26_0047,bollinger_expansion_breakout,22,1.97,169f0aa9a2314f82
C26_0048,bollinger_expansion_breakout,23,1.98,fcfb2b19cbd2040b
C26_0049,bollinger_expansion_breakout,24,1.99,e3a1852c7184a85a
C26_0050,bollinger_expansion_breakout,25,1.5,829ceeab31594513
C26_0051,bollinger_expansion_breakout,26,1.51,cf78ce1309e11b07
C26_0052,bollinger_expansion_breakout,27,1.52,c0dd0b2a0da493a3
C26_0053,bollinger_expansion_breakout,28,1.53,ea25ed51a3cfe49a
C26_0054,bollinger_expansion_breakout,29,1.54,9e6a163b230390a6
C26_0055,bollinger_expansion_breakout,30,1.55,b8de0d89b10855b9
C26_0056,bollinger_expansion_breakout,31,1.56,592ff415ff4eace9
C26_0057,bollinger_expansion_breakout,32,1.57,dc3bc46cdcad6a45
C26_0058,bollinger_expansion_breakout,33,1.58,fd35ba3de3de82ff
C26_0059,bollinger_expansion_breakout,34,1.59,406942471f905815
C26_0060,bollinger_expansion_breakout,15,1.6,013ad8b5fbda756f
C26_0061,bollinger_expansion_breakout,16,1.61,dd96ca223c243e3d
C26_0062,bollinger_expansion_breakout,17,1.62,1b8c0a802e76418b
C26_0063,bollinger_expansion_breakout,18,1.63,35f1b6a0a0b41715
C26_0064,bollinger_expansion_breakout,19,1.64,1a277b4509956852
C26_0065,bollinger_expansion_breakout,20,1.65,f5061801845f99b2
C26_0066,bollinger_expansion_breakout,21,1.66,886d0e29515a18c5
C26_0067,bollinger_expansion_breakout,22,1.67,78426cbfe785bbc1
C26_0068,bollinger_expansion_breakout,23,1.68,d05a624aa7158c4d
C26_0069,bollinger_expansion_breakout,24,1.69,fb7ff0d83ecd9ab1
C26_0070,bollinger_expansion_breakout,25,1.7,16e6dc8b36c12620
C26_0071,bollinger_expansion_breakout,26,1.71,1a57d0f3ea9c6a2e
C26_0072,bollinger_expansion_breakout,27,1.72,3c192493aca7d47e
C26_0073,bollinger_expansion_breakout,28,1.73,b5c4c1cefb107ee0
C26_0074,bollinger_expansion_breakout,29,1.74,9d2060b908a43709
C26_0075,bollinger_expansion_breakout,30,1.75,9537163f4b563f61
C26_0076,bollinger_expansion_breakout,31,1.76,0d859d55e6669df9
C26_0077,bollinger_expansion_breakout,32,1.77,6f3895c5c1cfc698
C26_0078,bollinger_expansion_breakout,33,1.78,c973d8d4fb2e070c
C26_0079,bollinger_expansion_breakout,34,1.79,a56c82b218a866e5
C26_0080,bollinger_expansion_breakout,15,1.8,7e8bd195fdaf2df4
C26_0081,bollinger_expansion_breakout,16,1.81,b5fef1786cce0259
C26_0082,bollinger_expansion_breakout,17,1.82,13977884e74f556b
C26_0083,bollinger_expansion_breakout,18,1.83,36ce097547217af2
C26_0084,bollinger_expansion_breakout,19,1.84,a3ec3101fa7b742b
C26_0085,bollinger_expansion_breakout,20,1.85,b7c28aa09fe7bc8b
C26_0086,bollinger_expansion_breakout,21,1.86,ed2e7c29265ffa43
C26_0087,bollinger_expansion_breakout,22,1.87,1749153a9d3ccffe
C26_0088,bollinger_expansion_breakout,23,1.88,35a8fea1ffd394e2
C26_0089,bollinger_expansion_breakout,24,1.89,f80d22e5aeba3f6b
C26_0090,bollinger_expansion_breakout,25,1.9,59819a86daddfd7d
C26_0091,bollinger_expansion_breakout,26,1.91,bb2373d8445ffe17
C26_0092,bollinger_expansion_breakout,27,1.92,c49ee760763b8913
C26_0093,bollinger_expansion_breakout,28,1.93,75286ea3955f652f
C26_0094,bollinger_expansion_breakout,29,1.94,351f795e569f81cc
C26_0095,bollinger_expansion_breakout,30,1.95,707785655dc1e098
C26_0096,bollinger_expansion_breakout,31,1.96,2fc3e0eee10d4a32
C26_0097,bollinger_expansion_breakout,32,1.97,cf1a7ca8e6085de3
C26_0098,bollinger_expansion_breakout,33,1.98,cb591f838bf74580
C26_0099,bollinger_expansion_breakout,34,1.99,fee6ed404100a02a
C26_0100,bollinger_expansion_breakout,15,1.5,bb92f81946f31171
C26_0101,bollinger_expansion_breakout,16,1.51,038e0b05c1f9e198
C26_0102,bollinger_expansion_breakout,17,1.52,4fa5c5194738a0b8
C26_0103,bollinger_expansion_breakout,18,1.53,3f9782c5dede3ecc
C26_0104,bollinger_expansion_breakout,19,1.54,a4b8a543082fc134
C26_0105,bollinger_expansion_breakout,20,1.55,b7e3a642ec3e6222
C26_0106,bollinger_expansion_breakout,21,1.56,ccfb33ed33c2a939
C26_0107,bollinger_expansion_breakout,22,1.57,5ef90b4d81bc07ed
C26_0108,bollinger_expansion_breakout,23,1.58,e78497206ef63678
C26_0109,bollinger_expansion_breakout,24,1.59,773c445c97bfdcc5
C26_0110,bollinger_expansion_breakout,25,1.6,ecdacba18b04afd4
C26_0111,bollinger_expansion_breakout,26,1.61,66e97d085894d7d7
C26_0112,bollinger_expansion_breakout,27,1.62,8854b0368e759821
C26_0113,bollinger_expansion_breakout,28,1.63,4d4c237c2efbe4ff
C26_0114,bollinger_expansion_breakout,29,1.64,e93b2339191ae4d4
C26_0115,bollinger_expansion_breakout,30,1.65,af42873a7da254e0
C26_0116,bollinger_expansion_breakout,31,1.66,5eba28f329362737
C26_0117,bollinger_expansion_breakout,32,1.67,4c5b2522a507dfaf
C26_0118,bollinger_expansion_breakout,33,1.68,3f739585a187fe86
C26_0119,bollinger_expansion_breakout,34,1.69,c49ac137b7252366
C26_0120,bollinger_expansion_breakout,15,1.7,d097371af0f16c50
C26_0121,bollinger_expansion_breakout,16,1.71,7430399dd4978b94
C26_0122,bollinger_expansion_breakout,17,1.72,a7f93d20325f4969
C26_0123,bollinger_expansion_breakout,18,1.73,b85742143a8a878f
C26_0124,bollinger_expansion_breakout,19,1.74,5359b3df24eb7a22
C26_0125,bollinger_expansion_breakout,20,1.75,f6aa80b5d3f2abea
C26_0126,bollinger_expansion_breakout,21,1.76,98c87464a6bf0811
C26_0127,bollinger_expansion_breakout,22,1.77,ea41db9af968e7f2
C26_0128,bollinger_expansion_breakout,23,1.78,f746391450fed206
C26_0129,bollinger_expansion_breakout,24,1.79,d839edf2f848f541
C26_0130,bollinger_expansion_breakout,25,1.8,16b2f5285e19b334
C26_0131,bollinger_expansion_breakout,26,1.81,7bbdfdd00c34e6b7
C26_0132,bollinger_expansion_breakout,27,1.82,473f495bab1d0600
C26_0133,bollinger_expansion_breakout,28,1.83,3465cbf7ebf44c02
C26_0134,bollinger_expansion_breakout,29,1.84,08362963cb3b8524
C26_0135,bollinger_expansion_breakout,30,1.85,777150e4af2b1563
C26_0136,bollinger_expansion_breakout,31,1.86,212251f8fd79eb05
C26_0137,bollinger_expansion_breakout,32,1.87,c6e7391dbeecbb34
C26_0138,bollinger_expansion_breakout,33,1.88,8c6dac47a29bf4be
C26_0139,bollinger_expansion_breakout,34,1.89,59f112d32b20800d
C26_0140,bollinger_expansion_breakout,15,1.9,f33bb2c9e558ea8d
C26_0141,bollinger_expansion_breakout,16,1.91,2248ffcebacd622a
C26_0142,bollinger_expansion_breakout,17,1.92,9906d528837217aa
C26_0143,bollinger_expansion_breakout,18,1.93,afebf87ca7df4ce8
C26_0144,bollinger_expansion_breakout,19,1.94,055fdde63eb6547a
C26_0145,bollinger_expansion_breakout,20,1.95,96713f3c5096ce9a
C26_0146,bollinger_expansion_breakout,21,1.96,7b85344d685a6c95
C26_0147,bollinger_expansion_breakout,22,1.97,1aa435d35043bcd9
C26_0148,bollinger_expansion_breakout,23,1.98,f77b216f338dfd5c
C26_0149,bollinger_expansion_breakout,24,1.99,dfd0233217f1d797
C26_0150,bollinger_expansion_breakout,25,1.5,e80fb959f5eb9141
C26_0151,bollinger_expansion_breakout,26,1.51,b6a828f1e4232d4a
C26_0152,bollinger_expansion_breakout,27,1.52,c51178948abf4e02
C26_0153,bollinger_expansion_breakout,28,1.53,91606d345a0efc18
C26_0154,bollinger_expansion_breakout,29,1.54,b3a4a82dd722fefe
C26_0155,bollinger_expansion_breakout,30,1.55,a8dacb0d46a91025
C26_0156,bollinger_expansion_breakout,31,1.56,51c79b1f24540bc2
C26_0157,bollinger_expansion_breakout,32,1.57,a82d482265d562be
C26_0158,bollinger_expansion_breakout,33,1.58,9b61433193e09b4b
C26_0159,bollinger_expansion_breakout,34,1.59,f63f5a726ec29ad9
C26_0160,bollinger_expansion_breakout,15,1.6,6ecdb270aa1fe185
C26_0161,bollinger_expansion_breakout,16,1.61,231b2f3b73585438
C26_0162,bollinger_expansion_breakout,17,1.62,061b4bb4f8a3f53b
C26_0163,bollinger_expansion_breakout,18,1.63,2cf2645e3c11ed28
C26_0164,bollinger_expansion_breakout,19,1.64,40e554a637998604
C26_0165,bollinger_expansion_breakout,20,1.65,53c364b51766e8f0
C26_0166,bollinger_expansion_breakout,21,1.66,1d04477cd634a5f6
C26_0167,bollinger_expansion_breakout,22,1.67,a9383efe9baa7e45
C26_0168,bollinger_expansion_breakout,23,1.68,07f978f0a5505874
C26_0169,bollinger_expansion_breakout,24,1.69,db5de19fe46be8f8
C26_0170,bollinger_expansion_breakout,25,1.7,938130a5de17b254
C26_0171,bollinger_expansion_breakout,26,1.71,1c00cd6896b94fcb
C26_0172,bollinger_expansion_breakout,27,1.72,1be03a44b07987a2
C26_0173,bollinger_expansion_breakout,28,1.73,e51785529c4e9167
C26_0174,bollinger_expansion_breakout,29,1.74,1175fce61f44a947
C26_0175,bollinger_expansion_breakout,30,1.75,a17efe08b8dbcd40
C26_0176,bollinger_expansion_breakout,31,1.76,2aaabae9cf687307
C26_0177,bollinger_expansion_breakout,32,1.77,3925f33f6c8a5a9f
C26_0178,bollinger_expansion_breakout,33,1.78,eb8b684d42edc4f4
C26_0179,bollinger_expansion_breakout,34,1.79,f70f912228223d41
C26_0180,bollinger_expansion_breakout,15,1.8,514c21775e0f5f23
C26_0181,bollinger_expansion_breakout,16,1.81,5bd640a10fe2ebc9
C26_0182,bollinger_expansion_breakout,17,1.82,2e77a343774320df
C26_0183,bollinger_expansion_breakout,18,1.83,2bdeb3585d8b2559
C26_0184,bollinger_expansion_breakout,19,1.84,a4794f280522b23a
C26_0185,bollinger_expansion_breakout,20,1.85,ea4b2c52908c4343
C26_0186,bollinger_expansion_breakout,21,1.86,f1aee21137008218
C26_0187,bollinger_expansion_breakout,22,1.87,133dab0b9174ec1b
C26_0188,bollinger_expansion_breakout,23,1.88,7705399967495c18
C26_0189,bollinger_expansion_breakout,24,1.89,8738e13bdb4096dd
C26_0190,bollinger_expansion_breakout,25,1.9,8d40e3047d8b0579
C26_0191,bollinger_expansion_breakout,26,1.91,c0035a60c61aab13
C26_0192,bollinger_expansion_breakout,27,1.92,ae244c60c1476ef1
C26_0193,bollinger_expansion_breakout,28,1.93,ea282dff1815a5e1
C26_0194,bollinger_expansion_breakout,29,1.94,71e1c025c2b49037
C26_0195,bollinger_expansion_breakout,30,1.95,dcd2525ff1d729bc
C26_0196,bollinger_expansion_breakout,31,1.96,e93b8830a6e90935
C26_0197,bollinger_expansion_breakout,32,1.97,73179903087416dd
C26_0198,bollinger_expansion_breakout,33,1.98,d132b77f6ae05fb7
C26_0199,bollinger_expansion_breakout,34,1.99,7710f2f8a6191d35
C26_0200,bollinger_expansion_breakout,15,1.5,7173efb9ee746ae5
C26_0201,bollinger_expansion_breakout,16,1.51,6641d9af2d54e827
C26_0202,bollinger_expansion_breakout,17,1.52,12a22d890378d1f8
C26_0203,bollinger_expansion_breakout,18,1.53,cca89c59712e4b15
C26_0204,bollinger_expansion_breakout,19,1.54,bc61e8f426654028
C26_0205,bollinger_expansion_breakout,20,1.55,1ee278a1ec43e878
C26_0206,bollinger_expansion_breakout,21,1.56,5187041c4309cd30
C26_0207,bollinger_expansion_breakout,22,1.57,262bebecb01ad9f1
C26_0208,bollinger_expansion_breakout,23,1.58,3586916e175fcd70
C26_0209,bollinger_expansion_breakout,24,1.59,482cc3a887712d7a
C26_0210,bollinger_expansion_breakout,25,1.6,d46e1d3c38d7bc2c
C26_0211,bollinger_expansion_breakout,26,1.61,d453f17c8ec87108
C26_0212,bollinger_expansion_breakout,27,1.62,5e392e9cfda1afea
C26_0213,bollinger_expansion_breakout,28,1.63,79cfb00b0d422fe8
C26_0214,bollinger_expansion_breakout,29,1.64,8d089b21aa96c1d8
C26_0215,bollinger_expansion_breakout,30,1.65,8d89d53894254042
C26_0216,bollinger_expansion_breakout,31,1.66,69824bdac709f087
C26_0217,bollinger_expansion_breakout,32,1.67,13d5e1b3d561046f
C26_0218,bollinger_expansion_breakout,33,1.68,1760a8853fc3c66d
C26_0219,bollinger_expansion_breakout,34,1.69,8c8df9eda361149b
C26_0220,bollinger_expansion_breakout,15,1.7,9b1f5602299aa335
C26_0221,bollinger_expansion_breakout,16,1.71,eb113651af644972
C26_0222,bollinger_expansion_breakout,17,1.72,39dec7d511eda341
C26_0223,bollinger_expansion_breakout,18,1.73,6efb28c6591a1327
C26_0224,bollinger_expansion_breakout,19,1.74,414f0e30fafced85
C26_0225,bollinger_expansion_breakout,20,1.75,a9ec9b44cacdf5ad
C26_0226,bollinger_expansion_breakout,21,1.76,e724637b83c2fede
C26_0227,bollinger_expansion_breakout,22,1.77,e26e0825f41f1769
C26_0228,bollinger_expansion_breakout,23,1.78,16189c8294e1e893
C26_0229,bollinger_expansion_breakout,24,1.79,51002423cc15022e
C26_0230,bollinger_expansion_breakout,25,1.8,5354bc8508131646
C26_0231,bollinger_expansion_breakout,26,1.81,b7ca479e0480ac02
C26_0232,bollinger_expansion_breakout,27,1.82,f785961c437934f7
C26_0233,bollinger_expansion_breakout,28,1.83,dd32213611136e44
C26_0234,bollinger_expansion_breakout,29,1.84,5010f57c7a55bb29
C26_0235,bollinger_expansion_breakout,30,1.85,b544fc5d201cbc78
C26_0236,bollinger_expansion_breakout,31,1.86,f576f81ee29efc9b
C26_0237,bollinger_expansion_breakout,32,1.87,a6dbe199b99ea2aa
C26_0238,bollinger_expansion_breakout,33,1.88,9c0b193888ea5f40
C26_0239,bollinger_expansion_breakout,34,1.89,2d9657c04d1db23b
C26_0240,bollinger_expansion_breakout,15,1.9,afa9bbe6cfd198e6
C26_0241,bollinger_expansion_breakout,16,1.91,1e9d0fe586c9b9cb
C26_0242,bollinger_expansion_breakout,17,1.92,fc47e5edc07e4ac2
C26_0243,bollinger_expansion_breakout,18,1.93,c36bc15f9f0ca324
C26_0244,bollinger_expansion_breakout,19,1.94,c4d0936e6678a9b7
C26_0245,bollinger_expansion_breakout,20,1.95,0c1e8893a53cc4b1
C26_0246,bollinger_expansion_breakout,21,1.96,3f4fa4a8c03c7930
C26_0247,bollinger_expansion_breakout,22,1.97,3e612a0e257a38f1
C26_0248,bollinger_expansion_breakout,23,1.98,409461ce349055e0
C26_0249,bollinger_expansion_breakout,24,1.99,cf5775c65f73b867
C26_0250,bollinger_expansion_breakout,25,1.5,80e57112749946d4
C26_0251,bollinger_expansion_breakout,26,1.51,d673f224ef7e6e5c
C26_0252,bollinger_expansion_breakout,27,1.52,58d5c129e2695d36
C26_0253,bollinger_expansion_breakout,28,1.53,756b0a0d57a329b2
C26_0254,bollinger_expansion_breakout,29,1.54,5a2cd608e5c84d95
C26_0255,bollinger_expansion_breakout,30,1.55,91020a78434c947a
C26_0256,bollinger_expansion_breakout,31,1.56,1eff784403446944
C26_0257,bollinger_expansion_breakout,32,1.57,5827d390f4bc8f59
C26_0258,bollinger_expansion_breakout,33,1.58,fa2959700276b260
C26_0259,bollinger_expansion_breakout,34,1.59,2fb63e897a1ca23e
C26_0260,bollinger_expansion_breakout,15,1.6,dfa12c9518fb83c9
C26_0261,bollinger_expansion_breakout,16,1.61,9d6eb9e84271237d
C26_0262,bollinger_expansion_breakout,17,1.62,dc2bfe04658a51e1
C26_0263,bollinger_expansion_breakout,18,1.63,4a04271fc46a2172
C26_0264,bollinger_expansion_breakout,19,1.64,7317207c3d7420fa
C26_0265,bollinger_expansion_breakout,20,1.65,c893b7477d8d5a75
C26_0266,bollinger_expansion_breakout,21,1.66,afaef7a6b6320398
C26_0267,bollinger_expansion_breakout,22,1.67,2cabf5a2fc40eaee
C26_0268,bollinger_expansion_breakout,23,1.68,4b30c8e1c4c0d687
C26_0269,bollinger_expansion_breakout,24,1.69,dfc3f75eca8e81e6
C26_0270,bollinger_expansion_breakout,25,1.7,3d0b4fa682bbe179
C26_0271,bollinger_expansion_breakout,26,1.71,2db43df3849cd10d
C26_0272,bollinger_expansion_breakout,27,1.72,9f0c420c0d9a723f
C26_0273,bollinger_expansion_breakout,28,1.73,a9b6c4577ddaee88
C26_0274,bollinger_expansion_breakout,29,1.74,9bb9aed3413f5167
C26_0275,bollinger_expansion_breakout,30,1.75,2a3eb6bdd0651c96
C26_0276,bollinger_expansion_breakout,31,1.76,e0b500550ccaa87c
C26_0277,bollinger_expansion_breakout,32,1.77,b18626b06e4d5664
C26_0278,bollinger_expansion_breakout,33,1.78,993b7d7cf9638164
C26_0279,bollinger_expansion_breakout,34,1.79,a39a53f27414485c
C26_0280,bollinger_expansion_breakout,15,1.8,c46e701d712c30ae
C26_0281,bollinger_expansion_breakout,16,1.81,00ef962bf8721042
C26_0282,bollinger_expansion_breakout,17,1.82,f8eca6ea61b23c61
C26_0283,bollinger_expansion_breakout,18,1.83,18fb733fa7a09500
C26_0284,bollinger_expansion_breakout,19,1.84,8875a221de7b7528
C26_0285,bollinger_expansion_breakout,20,1.85,96a91fa2e7f64e85
C26_0286,bollinger_expansion_breakout,21,1.86,947086d96bc92f47
C26_0287,bollinger_expansion_breakout,22,1.87,92890cc7c0126b11
C26_0288,bollinger_expansion_breakout,23,1.88,ebfdca317f21c93f
C26_0289,bollinger_expansion_breakout,24,1.89,401ee58b7cde69af
C26_0290,bollinger_expansion_breakout,25,1.9,e0c8f35d73204e88
C26_0291,bollinger_expansion_breakout,26,1.91,c297d07c16a0bd67
C26_0292,bollinger_expansion_breakout,27,1.92,d8e9c91fb627aced
C26_0293,bollinger_expansion_breakout,28,1.93,e5e31e95ccc33aa2
C26_0294,bollinger_expansion_breakout,29,1.94,de5ec986cfa62b16
C26_0295,bollinger_expansion_breakout,30,1.95,ed96fdc7c0d15a66
C26_0296,bollinger_expansion_breakout,31,1.96,523d97762525c5a3
C26_0297,bollinger_expansion_breakout,32,1.97,9ce3a3de33f55858
C26_0298,bollinger_expansion_breakout,33,1.98,9286d126597c0b87
C26_0299,bollinger_expansion_breakout,34,1.99,998c1b8ae7e45f52
C26_0300,bollinger_expansion_breakout,15,1.5,cbce832d09c58ba4
C26_0301,bollinger_expansion_breakout,16,1.51,0aaa44866b007a7f
C26_0302,bollinger_expansion_breakout,17,1.52,a593666b22ca276e
C26_0303,bollinger_expansion_breakout,18,1.53,3dc90c2d30fc3bdc
C26_0304,bollinger_expansion_breakout,19,1.54,1b2b01b518405170
C26_0305,bollinger_expansion_breakout,20,1.55,5a4ba116dda477be
C26_0306,bollinger_expansion_breakout,21,1.56,d40584859758a15d
C26_0307,bollinger_expansion_breakout,22,1.57,51fb2817e5740c7a
C26_0308,bollinger_expansion_breakout,23,1.58,9ba2c6ce05b87586
C26_0309,bollinger_expansion_breakout,24,1.59,15d467055b1b1b39
C26_0310,bollinger_expansion_breakout,25,1.6,517ef8260a62e3c0
C26_0311,bollinger_expansion_breakout,26,1.61,bba92d85b5c3d46a
C26_0312,bollinger_expansion_breakout,27,1.62,9ed7cf208cb012a1
C26_0313,bollinger_expansion_breakout,28,1.63,48ee2f7c0e9ff96b
C26_0314,bollinger_expansion_breakout,29,1.64,30a4d2075f9a9bcc
C26_0315,bollinger_expansion_breakout,30,1.65,de4a9079f6ceb298
C26_0316,bollinger_expansion_breakout,31,1.66,0396a76ee201f034
C26_0317,bollinger_expansion_breakout,32,1.67,83f26a7a5d65c351
C26_0318,bollinger_expansion_breakout,33,1.68,6428645674074698
C26_0319,bollinger_expansion_breakout,34,1.69,2e887b0a9c97a536
C26_0320,bollinger_expansion_breakout,15,1.7,73427f8143860356
C26_0321,bollinger_expansion_breakout,16,1.71,daefc8f1e42bd75b
C26_0322,bollinger_expansion_breakout,17,1.72,d85cf37f62deb1b3
C26_0323,bollinger_expansion_breakout,18,1.73,da26e30dcebae8ff
C26_0324,bollinger_expansion_breakout,19,1.74,8b1c342b9d9c59b0
C26_0325,bollinger_expansion_breakout,20,1.75,a2feda06e9db5949
C26_0326,bollinger_expansion_breakout,21,1.76,f006b34d9df7fa0a
C26_0327,bollinger_expansion_breakout,22,1.77,a76aef4eaad7a68b
C26_0328,bollinger_expansion_breakout,23,1.78,a2152d1ffff18831
C26_0329,bollinger_expansion_breakout,24,1.79,863c5a6f8092a482
C26_0330,bollinger_expansion_breakout,25,1.8,732ed634fac2b02b
C26_0331,bollinger_expansion_breakout,26,1.81,69d915cedd5b17ce
C26_0332,bollinger_expansion_breakout,27,1.82,4749f777db58bc23
C26_0333,bollinger_expansion_breakout,28,1.83,6f3721c17c0186e4
C26_0334,bollinger_expansion_breakout,29,1.84,14d8215a6cabbf1b
C26_0335,bollinger_expansion_breakout,30,1.85,996291e81cef5630
C26_0336,bollinger_expansion_breakout,31,1.86,75908d89b821c471
C26_0337,bollinger_expansion_breakout,32,1.87,51dab1177aabf6a4
C26_0338,bollinger_expansion_breakout,33,1.88,e9b3ed1f50d844b7
C26_0339,bollinger_expansion_breakout,34,1.89,d6452fd6ad2780f8
C26_0340,bollinger_expansion_breakout,15,1.9,3a4f1f3013389c64
C26_0341,bollinger_expansion_breakout,16,1.91,6f464c13eb34cd65
C26_0342,bollinger_expansion_breakout,17,1.92,e66b8e2dbc09a969
C26_0343,bollinger_expansion_breakout,18,1.93,44815ead58d7915e
C26_0344,bollinger_expansion_breakout,19,1.94,9971612124c102cd
C26_0345,bollinger_expansion_breakout,20,1.95,b84a3108b7a2c27a
C26_0346,bollinger_expansion_breakout,21,1.96,19f7b3a8cb6e0a63
C26_0347,bollinger_expansion_breakout,22,1.97,1a5a49434e5ec24d
C26_0348,bollinger_expansion_breakout,23,1.98,b8a85224d9ce9725
C26_0349,bollinger_expansion_breakout,24,1.99,56429ea4cbb8734d
C26_0350,bollinger_expansion_breakout,25,1.5,0a4b8a40374eb0d9
C26_0351,bollinger_expansion_breakout,26,1.51,828eb3a57448371a
C26_0352,bollinger_expansion_breakout,27,1.52,168dc439c0ea7241
C26_0353,bollinger_expansion_breakout,28,1.53,90458548db31b162
C26_0354,bollinger_expansion_breakout,29,1.54,2e3dc11e794de5d8
C26_0355,bollinger_expansion_breakout,30,1.55,b3c2a6d4b4c814b0
C26_0356,bollinger_expansion_breakout,31,1.56,b393ed397379372c
C26_0357,bollinger_expansion_breakout,32,1.57,0320baddcd5ec124
C26_0358,bollinger_expansion_breakout,33,1.58,cade088547be3c1e
C26_0359,bollinger_expansion_breakout,34,1.59,aeb79498a7d27bfd
C26_0360,bollinger_expansion_breakout,15,1.6,54b22a7031e74bfd
C26_0361,bollinger_expansion_breakout,16,1.61,ec727a8a1d399621
C26_0362,bollinger_expansion_breakout,17,1.62,017356d9d63c90ac
C26_0363,bollinger_expansion_breakout,18,1.63,ead461e0fac4bfe4
C26_0364,bollinger_expansion_breakout,19,1.64,8febed1a04613590
C26_0365,bollinger_expansion_breakout,20,1.65,cfda0adf5c084edd
C26_0366,bollinger_expansion_breakout,21,1.66,4c33cc5f1426bcec
C26_0367,bollinger_expansion_breakout,22,1.67,fac3b341c602588b
C26_0368,bollinger_expansion_breakout,23,1.68,5e40cf036ac77f8d
C26_0369,bollinger_expansion_breakout,24,1.69,498330186901ede4
C26_0370,bollinger_expansion_breakout,25,1.7,a9832d5a2f81fba2
C26_0371,bollinger_expansion_breakout,26,1.71,317680c04490646c
C26_0372,bollinger_expansion_breakout,27,1.72,89cfbbfd5c881699
C26_0373,bollinger_expansion_breakout,28,1.73,2f8d2c920eaee1bb
C26_0374,bollinger_expansion_breakout,29,1.74,76660f96349f6489
C26_0375,bollinger_expansion_breakout,30,1.75,b4cbea478c8387c7
C26_0376,bollinger_expansion_breakout,31,1.76,48011424237558f1
C26_0377,bollinger_expansion_breakout,32,1.77,7471d331ab448c2a
C26_0378,bollinger_expansion_breakout,33,1.78,ce4173f0bac2584a
C26_0379,bollinger_expansion_breakout,34,1.79,8c309b9b95be998a
C26_0380,bollinger_expansion_breakout,15,1.8,15dd76ce68962863
